month	page_namespace	n
200906	5	7
200906	9	1
200906	10	45
200906	11	3
200906	12	12
200906	14	6668
200906	100	18
200907	0	41296
200907	1	209
200907	2	384
200907	3	879
200907	4	606
200907	5	3
200907	6	10
200907	9	1
200907	10	1392
200907	11	1
200907	12	7
200907	14	6153
200907	100	12
200908	0	52231
200908	1	356
200908	2	477
200908	3	503
200908	4	781
200908	5	18
200908	6	2
200908	10	419
200908	11	5
200908	12	5
200908	14	6178
200908	100	19
200909	0	55414
200909	1	164
200909	2	658
200909	3	1170
200909	4	635
200909	5	20
200909	6	1
200909	10	80
200909	11	1
200909	12	3
200909	14	6803
200909	100	11
200909	101	1
200910	0	36452
200910	1	324
200910	2	1017
200910	3	1770
200910	4	950
200910	5	50
200910	6	1
200910	9	2
200910	10	170
200910	11	4
200910	12	3
200910	13	5
200910	14	6090
200910	15	1
200910	100	16
200911	0	32680
200911	1	178
200911	2	403
200911	3	691
200911	4	1389
200911	5	48
200911	6	13
200911	9	1
200911	10	347
200911	11	6
200911	14	6486
200911	15	1
200911	100	10
200911	101	1
200912	0	45575
200912	1	101
200912	2	818
200912	3	1105
200912	4	1209
200912	5	23
200912	6	75
200912	10	692
200912	11	7
200912	12	35
200912	14	9381
200912	100	59
200912	101	1
201001	0	36079
201001	1	77
201001	2	509
201001	3	921
201001	4	997
201001	5	24
201001	6	4
201001	10	295
201001	11	2
201001	14	7922
201001	100	9
201002	0	40589
201002	1	38
201002	2	447
201002	3	576
201002	4	865
201002	5	20
201002	6	11
201002	10	414
201002	11	17
201002	12	1
201002	14	13382
201002	100	22
201003	0	39554
201003	1	43
201003	2	656
201003	3	1041
201003	4	1400
201003	5	14
201003	6	7
201003	10	670
201003	11	9
201003	12	1
201003	14	15933
201003	100	25
201003	101	1
201004	0	41705
201004	1	4624
201004	2	728
201004	3	1000
201004	4	1207
201004	5	116
201004	6	47
201004	7	37
201004	9	3
201004	10	325
201004	11	148
201004	12	11
201004	13	2
201004	14	10837
201004	15	58
201004	100	19
201004	101	9
201005	0	48375
201005	1	4566
201005	2	575
201005	3	657
201005	4	1452
201005	5	39
201005	6	17
201005	7	4
201005	10	348
201005	11	39
201005	12	7
201005	13	1
201005	14	10037
201005	15	1014
201005	100	9
201005	101	1
201006	0	46969
201006	1	11020
201006	2	504
201006	3	579
201006	4	1766
201006	5	66
201006	7	106
201006	9	1
201006	10	168
201006	11	320
201006	12	1
201006	14	7752
201006	15	1659
201006	100	22
201006	101	3
201006	829	2
201007	0	37807
201007	1	26173
201007	2	596
201007	3	1134
201007	4	4256
201007	5	58
201007	6	1
201007	7	214
201007	9	1
201007	10	422
201007	11	1816
201007	12	3
201007	14	8442
201007	15	2858
201007	100	19
201007	101	4
201008	0	45344
201008	1	23973
201008	2	753
201008	3	1268
201008	4	3599
201008	5	48
201008	6	16
201008	7	2
201008	10	911
201008	11	50
201008	14	8857
201008	15	2631
201008	100	49
201008	101	2
201009	0	39907
201009	1	16659
201009	2	578
201009	3	966
201009	4	2623
201009	5	31
201009	7	16
201009	10	367
201009	11	90
201009	14	14282
201009	15	450
201009	100	14
201009	101	3
201010	0	53283
201010	1	12928
201010	2	712
201010	3	1189
201010	4	2307
201010	5	27
201010	7	17
201010	9	1
201010	10	670
201010	11	164
201010	12	3
201010	13	1
201010	14	12212
201010	15	1859
201010	100	6
201010	101	1
201011	0	39837
201011	1	365
201011	2	730
201011	3	1235
201011	4	2768
201011	5	30
201011	6	3
201011	9	1
201011	10	802
201011	11	15
201011	12	1
201011	14	11944
201011	100	5
201011	101	1
201012	0	36076
201012	1	372
201012	2	646
201012	3	1033
201012	4	2622
201012	5	26
201012	7	1
201012	9	1
201012	10	983
201012	11	8
201012	12	20
201012	13	1
201012	14	8407
201012	100	50
201101	0	43773
201101	1	406
201101	2	235
201101	3	268
201101	4	2421
201101	5	19
201101	6	1
201101	10	554
201101	11	4
201101	12	13
201101	13	1
201101	14	13190
201101	15	1
201101	100	11
201102	0	36684
201102	1	515
201102	2	222
201102	3	428
201102	4	3539
201102	5	29
201102	10	774
201102	11	5
201102	14	9778
201102	100	30
201103	0	41113
201103	1	344
201103	2	220
201103	3	245
201103	4	3512
201103	5	31
201103	9	1
201103	10	437
201103	11	1
201103	12	2
201103	13	1
201103	14	9067
201103	100	26
201104	0	36901
201104	1	345
201104	2	203
201104	3	225
201104	4	3531
201104	5	31
201104	10	885
201104	11	4
201104	12	7
201104	14	6852
201104	15	2
201104	100	12
201104	101	1
201105	0	38788
201105	1	424
201105	2	243
201105	3	315
201105	4	3388
201105	5	29
201105	10	606
201105	11	3
201105	14	6613
201105	15	1
201105	100	7
201105	101	2
201106	0	58846
201106	1	1860
201106	2	614
201106	3	1055
201106	4	3175
201106	5	43
201106	6	71
201106	10	596
201106	11	10
201106	13	1
201106	14	11693
201106	15	1
201106	100	5
201106	101	3
201107	0	50153
201107	1	766
201107	2	793
201107	3	1836
201107	4	4006
201107	5	59
201107	10	648
201107	11	4
201107	12	5
201107	13	1
201107	14	7616
201107	100	12
201108	0	51827
201108	1	686
201108	2	546
201108	3	6569
201108	4	4245
201108	5	41
201108	10	1885
201108	11	4
201108	12	6
201108	14	18232
201108	15	2
201108	100	18
201108	101	1
201109	0	38949
201109	1	498
201109	2	214
201109	3	11536
201109	4	3744
201109	5	31
201109	10	1534
201109	11	1
201109	12	18
201109	14	13357
201109	100	17
201110	0	41581
201110	1	1074
201110	2	131
201110	3	13388
201110	4	2822
201110	5	51
201110	6	2
201110	10	1101
201110	11	2
201110	12	5
201110	14	14822
201110	100	5
201111	0	34227
201111	1	3031
201111	2	152
201111	3	13696
201111	4	2785
201111	5	34
201111	6	2
201111	10	1096
201111	11	3
201111	14	9848
201111	100	13
201111	101	1
201112	0	54643
201112	1	539
201112	2	161
201112	3	13699
201112	4	2754
201112	5	42
201112	6	15
201112	9	3
201112	10	2012
201112	11	8
201112	12	12
201112	14	18113
201112	100	31
201112	101	1
201201	0	42969
201201	1	398
201201	2	141
201201	3	13195
201201	4	2817
201201	5	44
201201	6	55
201201	10	1092
201201	11	11
201201	12	4
201201	14	11100
201201	15	2
201201	100	6
201202	0	37933
201202	1	1047
201202	2	118
201202	3	15755
201202	4	2756
201202	5	33
201202	6	1
201202	7	2
201202	10	1807
201202	11	1
201202	12	11
201202	14	8723
201202	100	6
201203	0	37668
201203	1	382
201203	2	197
201203	3	19985
201203	4	2807
201203	5	18
201203	10	5588
201203	11	5
201203	12	13
201203	14	12321
201203	100	13
201204	0	47467
201204	1	444
201204	2	239
201204	3	18340
201204	4	3668
201204	5	36
201204	9	1
201204	10	817929
201204	11	10
201204	12	17
201204	13	1
201204	14	15255
201204	15	1
201204	100	14
201205	0	119413
201205	1	760
201205	2	384
201205	3	15738
201205	4	4064
201205	5	38
201205	6	3
201205	7	1
201205	10	51498
201205	11	15
201205	12	10
201205	13	1
201205	14	17661
201205	15	24
201205	100	14
201205	101	2
201206	0	49782
201206	1	939
201206	2	214
201206	3	13403
201206	4	3170
201206	5	31
201206	10	8883
201206	11	3
201206	12	6
201206	13	1
201206	14	13024
201206	100	33
201207	0	99641
201207	1	3148
201207	2	1075
201207	3	15278
201207	4	5280
201207	5	170
201207	6	4
201207	7	5
201207	9	8
201207	10	5717
201207	11	84
201207	12	12
201207	13	3
201207	14	13176
201207	15	3
201207	100	10
201207	101	1
201208	0	60029
201208	1	3223
201208	2	226
201208	3	15736
201208	4	6849
201208	5	44
201208	6	3
201208	7	1
201208	9	1
201208	10	5989
201208	11	68
201208	12	4
201208	14	13517
201208	15	144
201208	100	44
201209	0	65510
201209	1	15889
201209	2	156
201209	3	14847
201209	4	5511
201209	5	52
201209	6	2
201209	9	1
201209	10	2465
201209	11	19
201209	12	8
201209	13	1
201209	14	11262
201209	15	3
201209	100	15
201209	101	3
201210	0	164603
201210	1	1718
201210	2	168
201210	3	15547
201210	4	5704
201210	5	32
201210	6	3
201210	7	1
201210	9	244
201210	10	3381
201210	11	18
201210	12	7
201210	13	2
201210	14	15227
201210	15	1
201210	100	16
201210	101	1
201211	0	68836
201211	1	5356
201211	2	386
201211	3	17568
201211	4	5645
201211	5	37
201211	6	2
201211	9	811
201211	10	2462
201211	11	6
201211	12	5
201211	14	9939
201211	15	1
201211	100	14
201212	0	90148
201212	1	6917
201212	2	190
201212	3	14974
201212	4	5888
201212	5	48
201212	6	1
201212	9	556
201212	10	1551
201212	11	5
201212	12	3
201212	13	2
201212	14	14245
201212	15	1
201212	100	2
201212	101	1
201301	0	131763
201301	1	812
201301	2	341
201301	3	13176
201301	4	5433
201301	5	44
201301	6	1
201301	9	780
201301	10	3973
201301	11	7
201301	12	9
201301	14	20058
201301	15	3
201301	100	16
201301	101	1
201302	0	101417
201302	1	686
201302	2	286
201302	3	10843
201302	4	4550
201302	5	52
201302	6	9
201302	9	690
201302	10	2519
201302	11	29
201302	12	14
201302	13	19
201302	14	11671
201302	15	4
201302	100	11
201302	101	6
201303	0	439735
201303	1	577
201303	2	2121
201303	3	18662
201303	4	5254
201303	5	62
201303	6	917
201303	9	1131
201303	10	5502
201303	11	8
201303	12	40
201303	14	59726
201303	100	88
201303	101	4
201303	828	3
201304	0	56693
201304	1	617
201304	2	1942
201304	3	18050
201304	4	4388
201304	5	58
201304	6	27
201304	9	746
201304	10	3441
201304	11	12
201304	12	11
201304	13	2
201304	14	11655
201304	100	52
201304	101	7
201304	828	1
201305	0	14221
201305	1	1524
201305	2	1356
201305	3	18772
201305	4	4970
201305	5	55
201305	6	4
201305	8	48
201305	9	921
201305	10	1443
201305	11	4
201305	12	3
201305	13	2
201305	14	344
201305	15	3
201305	100	36
201305	101	17
201306	0	22647
201306	1	3174
201306	2	416
201306	3	37570
201306	4	6386
201306	5	91
201306	6	27
201306	8	106
201306	9	708
201306	10	2565
201306	11	21
201306	12	9
201306	13	3
201306	14	198
201306	15	3
201306	100	73
201306	101	13
201306	828	3
201307	0	20012
201307	1	942
201307	2	279
201307	3	22956
201307	4	6541
201307	5	52
201307	6	3
201307	8	52
201307	9	1036
201307	10	591286
201307	11	24
201307	12	2
201307	14	78
201307	15	2
201307	100	35
201307	101	11
201308	0	6183
201308	1	668
201308	2	240
201308	3	19407
201308	4	5587
201308	5	56
201308	8	27
201308	9	1027
201308	10	98430
201308	11	18
201308	12	6
201308	14	478
201308	100	49
201308	101	3
201308	828	3
201309	0	15678
201309	1	543
201309	2	174
201309	3	16102
201309	4	4225
201309	5	30
201309	7	1
201309	9	657
201309	10	62113
201309	11	13
201309	13	1
201309	14	9
201309	15	2
201309	100	4
201310	0	20359
201310	1	669
201310	2	153
201310	3	17683
201310	4	4462
201310	5	35
201310	6	2
201310	8	101
201310	9	1638
201310	10	1533
201310	11	6
201310	14	5
201310	15	4
201310	100	9
201310	101	2
201311	0	7053
201311	1	692
201311	2	355
201311	3	20263
201311	4	4760
201311	5	29
201311	6	1
201311	8	26
201311	9	2189
201311	10	1520
201311	11	4
201311	13	1
201311	14	603
201311	15	1
201311	100	3
201312	0	16207
201312	1	743
201312	2	274
201312	3	18965
201312	4	5890
201312	5	189
201312	6	65
201312	7	21
201312	8	101
201312	9	2614
201312	10	2067
201312	11	9
201312	12	14
201312	14	56
201312	15	2
201312	100	14
201312	101	9
201401	0	7915
201401	1	658
201401	2	268
201401	3	16489
201401	4	7243
201401	5	49
201401	6	259
201401	8	199
201401	9	2822
201401	10	1709
201401	11	12
201401	14	48
201401	15	6
201401	100	14
201401	101	3
201401	829	1
201402	0	170586
201402	1	572
201402	2	197
201402	3	15003
201402	4	5115
201402	5	55
201402	6	219
201402	8	44
201402	9	2632
201402	10	1496
201402	11	8
201402	12	1
201402	14	515
201402	15	3
201402	100	11
201402	101	1
201403	0	95286
201403	1	551
201403	2	195
201403	3	19330
201403	4	5935
201403	5	48
201403	6	349
201403	8	100
201403	9	2708
201403	10	2628
201403	11	27
201403	14	65
201403	15	3
201403	100	6
201403	101	1
201404	0	6707
201404	1	536
201404	2	162
201404	3	18016
201404	4	6078
201404	5	103
201404	6	249
201404	8	122
201404	9	2836
201404	10	1025
201404	11	21
201404	13	3
201404	14	1538
201404	15	2
201404	100	13
201404	101	1
201405	0	6846
201405	1	622
201405	2	1117
201405	3	17627
201405	4	5991
201405	5	62
201405	6	149
201405	8	36
201405	9	2950
201405	10	1114
201405	11	15
201405	13	1
201405	14	32
201405	15	2
201405	100	7
201405	101	2
201405	829	1
201406	0	5796
201406	1	546
201406	2	225
201406	3	16318
201406	4	5863
201406	5	32
201406	6	248
201406	8	119
201406	9	3195
201406	10	956
201406	11	6
201406	14	30
201406	15	1
201406	100	34
201406	828	24
201407	0	4567
201407	1	751
201407	2	233
201407	3	32926
201407	4	5592
201407	5	44
201407	6	24
201407	8	87
201407	9	2702
201407	10	1293
201407	11	4
201407	14	182
201407	15	5
201407	100	10
201407	101	2
201407	828	127
201408	0	50637
201408	1	846
201408	2	600
201408	3	54189
201408	4	5409
201408	5	48
201408	6	31
201408	8	59
201408	9	2994
201408	10	1612
201408	11	21
201408	12	2
201408	14	172
201408	15	8
201408	100	69
201408	101	2
201408	828	3
201408	829	1
201409	0	24177
201409	1	567
201409	2	193
201409	3	41451
201409	4	6102
201409	5	50
201409	6	57
201409	8	49
201409	9	1082
201409	10	1429
201409	11	15
201409	12	3
201409	13	1
201409	14	56
201409	15	2
201409	100	6
201410	0	5795
201410	1	580
201410	2	238
201410	3	44667
201410	4	6020
201410	5	37
201410	6	14
201410	8	164
201410	9	3231
201410	10	1349
201410	11	14
201410	14	97
201410	15	1
201410	100	11
201410	101	3
201410	828	4
201411	0	37303
201411	1	480
201411	2	226
201411	3	38792
201411	4	6299
201411	5	30
201411	6	27
201411	8	50
201411	9	2473
201411	10	2191
201411	11	16
201411	12	21
201411	14	438
201411	15	9
201411	100	28
201411	101	4
201411	828	3
201412	0	6124
201412	1	452
201412	2	199
201412	3	35612
201412	4	6703
201412	5	41
201412	6	32
201412	8	106
201412	9	2574
201412	10	1174
201412	11	16
201412	12	1
201412	14	100
201412	15	1
201412	100	8
201412	828	1
201501	0	15011
201501	1	579
201501	2	312
201501	3	32309
201501	4	7094
201501	5	30
201501	6	24
201501	7	1
201501	8	177
201501	9	2639
201501	10	1258
201501	11	14
201501	14	199
201501	100	19
201501	101	6
201502	0	4098
201502	1	505
201502	2	234
201502	3	28547
201502	4	6490
201502	5	17
201502	6	44
201502	8	24
201502	9	2265
201502	10	1081
201502	11	9
201502	14	98
201502	15	3
201502	100	15
201503	0	4047
201503	1	570
201503	2	462
201503	3	145559
201503	4	6044
201503	5	37
201503	6	42
201503	8	34
201503	9	1433
201503	10	1228
201503	11	20
201503	13	1
201503	14	87
201503	15	5
201503	100	12
201504	0	12518
201504	1	622
201504	2	2646
201504	3	269626
201504	4	6322
201504	5	39
201504	6	241
201504	8	129
201504	9	1708
201504	10	1159
201504	11	16
201504	12	3
201504	13	1
201504	14	263
201504	15	5
201504	100	22
201504	101	4
201504	118	1
201505	0	4797
201505	1	650
201505	2	369
201505	3	30182
201505	4	6169
201505	5	28
201505	6	52
201505	8	21
201505	9	383
201505	10	1194
201505	11	19
201505	14	77
201505	15	2
201505	100	15
201505	101	2
201505	118	1
201506	0	3908
201506	1	572
201506	2	420
201506	3	9586
201506	4	4226
201506	5	22
201506	6	22
201506	8	34
201506	10	889
201506	11	11
201506	14	72
201506	15	2
201506	100	10
201506	101	1
201506	118	9
201507	0	63220
201507	1	108040
201507	2	8670
201507	3	9789
201507	4	4970
201507	5	60
201507	6	59
201507	7	37
201507	8	88
201507	10	1563
201507	11	923
201507	12	1
201507	14	93
201507	15	6176
201507	100	5
201507	101	34
201507	118	11
201508	0	15554
201508	1	39367
201508	2	1221
201508	3	10889
201508	4	5800
201508	5	65
201508	6	124
201508	7	6
201508	8	26
201508	10	1412
201508	11	1499
201508	14	250
201508	15	10247
201508	100	13
201508	101	4
201508	118	9
201508	2600	2
201509	0	37945
201509	1	15530
201509	2	5419
201509	3	10264
201509	4	5566
201509	5	17
201509	6	59
201509	7	43
201509	8	84
201509	10	981
201509	11	957
201509	14	167
201509	15	501
201509	100	14
201509	101	6
201509	118	12
201509	2600	7
201510	0	5199
201510	1	12134
201510	2	2279
201510	3	10858
201510	4	6141
201510	5	30
201510	6	121
201510	8	239
201510	10	1139
201510	11	23
201510	14	782
201510	15	3
201510	100	5
201510	118	8
201510	2600	221
201511	0	18030
201511	1	128924
201511	2	21334
201511	3	9645
201511	4	5439
201511	5	40
201511	6	84
201511	7	1
201511	8	119
201511	10	1520
201511	11	75
201511	14	970
201511	15	1755
201511	100	36
201511	101	8
201511	118	11
201511	828	5
201511	2600	295
201512	0	166596
201512	1	6880
201512	2	2085
201512	3	10040
201512	4	5593
201512	5	34
201512	6	101
201512	7	2
201512	8	205
201512	9	1
201512	10	1029
201512	11	121
201512	12	1
201512	14	2931
201512	15	1816
201512	100	10
201512	101	3
201512	118	6
201512	828	619
201512	829	1
201512	2600	281
201601	0	11074
201601	1	2379
201601	2	425
201601	3	10951
201601	4	5989
201601	5	40
201601	6	107
201601	8	115
201601	9	1147
201601	10	1151
201601	11	139
201601	14	427
201601	15	258
201601	100	14
201601	101	8
201601	118	14
201601	829	1
201601	2600	240
201602	0	14339
201602	1	12613
201602	2	559
201602	3	9567
201602	4	5484
201602	5	31
201602	6	387
201602	7	25
201602	8	123
201602	9	952
201602	10	1061
201602	11	320
201602	14	283
201602	15	411
201602	100	7
201602	101	2
201602	118	2
201602	119	1
201602	2600	398
201603	0	30873
201603	1	14049
201603	2	1822
201603	3	11148
201603	4	6058
201603	5	74
201603	6	162
201603	7	537
201603	8	106
201603	9	3278
201603	10	1003
201603	11	444
201603	14	1766
201603	15	916
201603	100	12
201603	101	95
201603	118	13
201603	829	16
201603	2600	277
201604	0	92109
201604	1	1983
201604	2	540
201604	3	10100
201604	4	5787
201604	5	30
201604	6	123
201604	8	68
201604	9	2337
201604	10	1089
201604	11	13
201604	12	1
201604	13	2
201604	14	2894
201604	15	11
201604	100	12
201604	101	2
201604	118	5
201604	829	1
201604	2600	225
201605	0	14996
201605	1	67651
201605	2	721
201605	3	11437
201605	4	7111
201605	5	290
201605	6	112
201605	7	4
201605	8	97
201605	9	92
201605	10	1211
201605	11	804
201605	13	21
201605	14	1993
201605	15	3451
201605	100	12
201605	101	119
201605	118	13
201605	828	6
201605	829	1
201605	2600	242
201606	0	27008
201606	1	771
201606	2	615
201606	3	8463
201606	4	5894
201606	5	39
201606	6	140
201606	8	72
201606	9	3
201606	10	1153
201606	11	23
201606	13	4
201606	14	1145
201606	15	11
201606	100	7
201606	101	1
201606	118	10
201606	828	1
201606	2600	260
201607	0	16618
201607	1	5483
201607	2	1040
201607	3	9063
201607	4	5715
201607	5	62
201607	6	113
201607	7	2
201607	8	62
201607	9	4
201607	10	1322
201607	11	116
201607	13	5
201607	14	940
201607	15	704
201607	100	10
201607	101	2
201607	118	9
201607	2600	236
201608	0	9341
201608	1	958
201608	2	627
201608	3	8901
201608	4	5092
201608	5	44
201608	6	102
201608	7	1
201608	8	136
201608	10	833
201608	11	13
201608	13	2
201608	14	356
201608	15	19
201608	100	11
201608	101	2
201608	118	15
201608	2600	325
201609	0	8346
201609	1	17988
201609	2	680
201609	3	9129
201609	4	5321
201609	5	46
201609	6	490
201609	7	3
201609	8	50
201609	9	2
201609	10	754
201609	11	220
201609	13	3
201609	14	251
201609	15	856
201609	100	23
201609	101	1
201609	118	13
201609	119	1
201609	2600	1530
201610	0	19818
201610	1	1725
201610	2	2662
201610	3	12374
201610	4	5902
201610	5	53
201610	6	77
201610	7	122
201610	8	105
201610	10	623
201610	11	18
201610	12	2
201610	13	1
201610	14	540
201610	15	28
201610	100	7
201610	118	13
201610	119	1
201610	2600	345
201611	0	14770
201611	1	839
201611	2	1811
201611	3	8462
201611	4	5329
201611	5	36
201611	6	144
201611	8	95
201611	9	547
201611	10	584
