month	page_namespace	n
200601	8	6
200601	12	8
200601	13	1
200601	14	1058
200601	15	1
200601	100	33
200601	102	7
200601	104	377
200602	0	27440
200602	1	142
200602	2	59
200602	3	396
200602	4	51
200602	5	15
200602	8	3
200602	10	5
200602	11	1
200602	12	2
200602	14	1743
200602	15	1
200602	100	8
200602	101	2
200602	102	22
200602	103	1
200602	104	999
200603	0	46057
200603	1	13
200603	2	36
200603	3	8
200603	4	13
200603	8	2
200603	10	16
200603	12	4
200603	14	1745
200603	100	10
200603	102	28
200603	104	983
200603	105	1
200604	0	46973
200604	1	13
200604	2	120
200604	3	64
200604	4	399
200604	5	2
200604	10	6
200604	11	1
200604	12	24
200604	14	1094
200604	100	19
200604	101	1
200604	102	18
200604	104	546
200605	0	30457
200605	1	15
200605	2	342
200605	3	168
200605	4	395
200605	5	1
200605	10	6
200605	12	14
200605	14	153
200605	100	34
200605	101	1
200605	102	27
200605	103	1
200605	104	306
200605	105	1
200606	0	40635
200606	1	4
200606	2	488
200606	3	14
200606	4	354
200606	10	6
200606	12	5
200606	14	6317
200606	100	23
200606	102	20
200606	104	652
200607	0	58399
200607	1	2
200607	2	761
200607	3	139
200607	4	321
200607	8	1
200607	10	614
200607	12	14
200607	14	7215
200607	100	23
200607	102	134
200607	104	694
200608	0	42639
200608	1	11
200608	2	927
200608	3	1562
200608	4	215
200608	5	2
200608	8	1
200608	10	105
200608	12	7
200608	14	6139
200608	100	14
200608	102	18
200608	103	1
200608	104	1122
200609	0	36993
200609	1	263
200609	2	1668
200609	3	1802
200609	4	684
200609	5	8
200609	10	8
200609	11	2
200609	12	16
200609	13	2
200609	14	6481
200609	100	18
200609	101	3
200609	102	47
200609	103	9
200609	104	387
200609	105	2
200610	0	41983
200610	1	24
200610	2	2201
200610	3	41
200610	4	1039
200610	5	1
200610	8	1
200610	10	9
200610	12	10
200610	14	5875
200610	100	26
200610	102	40
200610	104	390
200610	105	1
200611	0	55858
200611	2	220
200611	3	43
200611	4	573
200611	10	56
200611	12	9
200611	14	8443
200611	100	27
200611	102	53
200611	103	1
200611	104	508
200612	0	60159
200612	1	5
200612	2	213
200612	3	249
200612	4	977
200612	10	142
200612	12	13
200612	14	12916
200612	100	49
200612	102	62
200612	103	1
200612	104	1194
200701	0	78775
200701	1	11
200701	2	632
200701	3	31
200701	4	663
200701	5	2
200701	10	8
200701	12	19
200701	14	4285
200701	100	18
200701	102	40
200701	103	2
200701	104	1275
200702	0	43985
200702	1	98
200702	2	13739
200702	3	24
200702	4	904
200702	5	2
200702	10	34
200702	12	17
200702	14	6503
200702	100	26
200702	102	29
200702	104	622
200702	105	1
200703	0	57989
200703	1	72
200703	2	2689
200703	3	437
200703	4	1521
200703	5	32
200703	9	1
200703	10	6
200703	11	2
200703	12	4
200703	13	2
200703	14	9736
200703	100	21
200703	101	1
200703	102	18
200703	103	7
200703	104	1810
200703	105	2
200704	0	44180
200704	1	63
200704	2	3824
200704	3	3557
200704	4	1250
200704	5	2
200704	10	22
200704	11	3
200704	12	5
200704	14	9374
200704	100	19
200704	102	15
200704	103	1
200704	104	660
200704	105	2
200705	0	91163
200705	1	52
200705	2	1569
200705	3	5854
200705	4	1476
200705	5	4
200705	10	200
200705	11	5
200705	12	5
200705	13	1
200705	14	8153
200705	15	2
200705	100	40
200705	101	1
200705	102	95
200705	103	19
200705	104	3757
200705	105	147
200706	0	63095
200706	1	78
200706	2	964
200706	3	5934
200706	4	1727
200706	5	9
200706	10	420
200706	12	11
200706	14	4855
200706	100	22
200706	102	23
200706	103	4
200706	104	1361
200706	105	6
200707	0	55003
200707	1	36
200707	2	1018
200707	3	2786
200707	4	1311
200707	5	2
200707	10	198
200707	12	3
200707	14	4003
200707	100	5
200707	102	130
200707	103	4
200707	104	828
200708	0	44698
200708	1	17
200708	2	845
200708	3	3889
200708	4	1473
200708	5	6
200708	10	278
200708	11	2
200708	12	3
200708	14	2791
200708	100	16
200708	102	257
200708	103	2
200708	104	335
200709	0	64832
200709	1	727
200709	2	1247
200709	3	12751
200709	4	3899
200709	5	150
200709	10	92
200709	11	6
200709	12	3
200709	14	4148
200709	15	1
200709	100	41
200709	101	2
200709	102	50
200709	103	21
200709	104	479
200709	105	11
200710	0	62916
200710	1	133
200710	2	7290
200710	3	4154
200710	4	615
200710	5	42
200710	10	201
200710	11	4
200710	12	3
200710	14	4066
200710	100	110
200710	101	3
200710	102	120
200710	103	19
200710	104	748
200710	105	4
200711	0	63337
200711	1	33
200711	2	1874
200711	3	6304
200711	4	1342
200711	5	24
200711	10	25
200711	11	6
200711	12	15
200711	14	8656
200711	100	44
200711	101	1
200711	102	38
200711	103	6
200711	104	471
200712	0	149465
200712	1	26
200712	2	2980
200712	3	43668
200712	4	1648
200712	5	4
200712	10	99
200712	11	2
200712	12	5
200712	14	5101
200712	15	1
200712	100	117
200712	102	284
200712	103	4
200712	104	1457
200712	105	2
200801	0	84971
200801	1	579
200801	2	4304
200801	3	20267
200801	4	1951
200801	5	88
200801	10	591
200801	11	5
200801	12	15
200801	14	3796
200801	15	4
200801	100	499
200801	101	12
200801	102	177
200801	103	67
200801	104	961
200801	105	6
200802	0	80373
200802	1	1359
200802	2	1846
200802	3	4408
200802	4	1723
200802	5	23
200802	10	1356
200802	11	2
200802	12	8
200802	14	4849
200802	15	3
200802	100	81
200802	101	3
200802	102	51
200802	103	20
200802	104	415
200802	105	11
200803	0	84341
200803	1	1366
200803	2	1851
200803	3	6906
200803	4	2241
200803	5	35
200803	10	2138
200803	11	7
200803	12	59
200803	13	4
200803	14	9741
200803	15	1
200803	100	135
200803	101	2
200803	102	65
200803	103	22
200803	104	1225
200803	105	30
200804	0	95657
200804	1	1496
200804	2	1940
200804	3	9537
200804	4	2612
200804	5	18
200804	9	2
200804	10	994
200804	11	1
200804	12	14
200804	13	2
200804	14	6511
200804	15	6
200804	100	106
200804	101	5
200804	102	110
200804	103	15
200804	104	1972
200804	105	33
200805	0	111449
200805	1	162
200805	2	1381
200805	3	35725
200805	4	2500
200805	5	7
200805	10	2195
200805	11	1
200805	12	22
200805	13	1
200805	14	8428
200805	100	102
200805	102	75
200805	103	2
200805	104	2185
200805	105	25
200806	0	103953
200806	1	92
200806	2	1774
200806	3	7848
200806	4	3228
200806	5	12
200806	9	1
200806	10	1039
200806	12	21
200806	14	10268
200806	15	1
200806	100	160
200806	101	1
200806	102	83
200806	103	7
200806	104	3257
200806	105	1
200807	0	69971
200807	1	453
200807	2	1055
200807	3	5488
200807	4	1174
200807	5	15
200807	10	741
200807	11	1
200807	12	13
200807	14	15666
200807	15	2
200807	100	87
200807	101	4
200807	102	79
200807	103	5
200807	104	1619
200807	105	7
200808	0	104961
200808	1	404
200808	2	1055
200808	3	5254
200808	4	3047
200808	5	31
200808	9	1
200808	10	820
200808	11	10
200808	12	8
200808	14	8339
200808	100	109
200808	101	2
200808	102	280
200808	103	24
200808	104	3260
200808	105	8
200809	0	106501
200809	1	79
200809	2	3474
200809	3	9915
200809	4	4300
200809	5	25
200809	10	1073
200809	11	4
200809	12	16
200809	14	12727
200809	15	3
200809	100	101
200809	101	2
200809	102	74
200809	103	10
200809	104	2376
200809	105	3
200810	0	236951
200810	1	191
200810	2	1103
200810	3	8183
200810	4	5020
200810	5	16
200810	10	1717
200810	11	12
200810	12	16
200810	14	14020
200810	15	3
200810	100	157
200810	101	2
200810	102	389
200810	103	64
200810	104	1976
200810	105	6
200811	0	210478
200811	1	3100
200811	2	761
200811	3	7667
200811	4	3204
200811	5	1
200811	9	2
200811	10	1476
200811	11	4
200811	12	25
200811	14	13692
200811	15	49
200811	100	133
200811	102	150
200811	103	12
200811	104	2441
200811	105	31
200812	0	259030
200812	1	188
200812	2	966
200812	3	5819
200812	4	3850
200812	5	14
200812	10	1720
200812	11	2
200812	12	13
200812	14	11241
200812	15	2
200812	100	70
200812	102	102
200812	103	19
200812	104	2579
200812	105	7
200901	0	166874
200901	1	610
200901	2	2843
200901	3	6100
200901	4	3374
200901	5	11
200901	9	1
200901	10	661
200901	11	2
200901	12	21
200901	14	11146
200901	15	3
200901	100	123
200901	101	4
200901	102	228
200901	103	10
200901	104	1923
200901	105	8
200902	0	194880
200902	1	2501
200902	2	1260
200902	3	9546
200902	4	3113
200902	5	35
200902	9	4
200902	10	526
200902	11	52
200902	12	12
200902	13	1
200902	14	11530
200902	15	23
200902	100	93
200902	101	4
200902	102	182
200902	103	52
200902	104	4136
200902	105	92
200903	0	100476
200903	1	30
200903	2	1066
200903	3	13918
200903	4	6418
200903	5	9
200903	10	963
200903	12	19
200903	14	12296
200903	15	2
200903	100	125
200903	101	1
200903	102	155
200903	103	9
200903	104	1764
200903	105	2
200904	0	95729
200904	1	51
200904	2	951
200904	3	11464
200904	4	4746
200904	10	1510
200904	12	14
200904	14	10252
200904	15	2
200904	100	245
200904	101	1
200904	102	89
200904	103	2
200904	104	1272
200905	0	129566
200905	1	151
200905	2	999
200905	3	13539
200905	4	4739
200905	5	2
200905	10	3606
200905	12	31
200905	14	14629
200905	15	15
200905	100	836
200905	101	1
200905	102	119
200905	103	8
200905	104	2267
200905	105	6
200906	0	163238
200906	1	2403
200906	2	1169
200906	3	11989
200906	4	5618
200906	5	27
200906	9	2
200906	10	4317
200906	11	7
200906	12	21
200906	13	4
200906	14	10239
200906	15	6
200906	100	745
200906	101	6
200906	102	82
200906	103	29
200906	104	2218
200906	105	19
200907	0	166198
200907	1	4
200907	2	808
200907	3	8098
200907	4	6647
200907	5	2
200907	10	4611
200907	11	1
200907	12	6
200907	14	7279
200907	15	5
200907	100	760
200907	102	111
200907	103	2
200907	104	1301
200908	0	100743
200908	1	4
200908	2	887
200908	3	8376
200908	4	4755
200908	10	3887
200908	11	1
200908	12	6
200908	14	8686
200908	15	2
200908	100	774
200908	102	65
200908	104	1376
200908	105	1
200909	0	97239
200909	1	111
200909	2	4102
200909	3	10217
200909	4	6081
200909	5	5
200909	10	3554
200909	11	3
200909	12	4
200909	14	8867
200909	100	753
200909	102	90
200909	103	7
200909	104	1216
200909	105	4
200910	0	106562
200910	1	89
200910	2	3719
200910	3	15449
200910	4	4827
200910	5	2
200910	10	3438
200910	11	2
200910	12	11
200910	13	1
200910	14	11794
200910	15	2
200910	100	780
200910	102	20
200910	103	10
200910	104	2355
200910	105	2
200911	0	107035
200911	1	18
200911	2	1615
200911	3	13913
200911	4	2365
200911	9	1
200911	10	3713
200911	11	3
200911	12	11
200911	14	9891
200911	15	21
200911	100	747
200911	102	33
200911	103	2
200911	104	1757
200911	105	44
200912	0	95030
200912	1	77
200912	2	1965
200912	3	7856
200912	4	3104
200912	5	3
200912	10	3700
200912	12	48
200912	14	14106
200912	15	5
200912	100	832
200912	102	32
200912	103	24
200912	104	1153
200912	105	1
201001	0	142521
201001	1	4
201001	2	1570
201001	3	9874
201001	4	2188
201001	5	9
201001	10	3689
201001	12	19
201001	14	16004
201001	15	8
201001	100	775
201001	102	106
201001	103	3
201001	104	2520
201002	0	222395
201002	1	144
201002	2	1318
201002	3	15650
201002	4	2410
201002	5	5
201002	10	3870
201002	12	12
201002	14	21916
201002	15	5
201002	100	715
201002	102	91
201002	103	2
201002	104	4255
201002	105	3
201003	0	376062
201003	1	101
201003	2	1120
201003	3	17019
201003	4	4830
201003	10	4787
201003	12	38
201003	14	28399
201003	15	15
201003	100	1886
201003	102	658
201003	103	6
201003	104	4632
201004	0	128999
201004	1	138
201004	2	1252
201004	3	11072
201004	4	3541
201004	5	34
201004	9	2
201004	10	4808
201004	11	3
201004	12	16
201004	13	3
201004	14	15187
201004	15	1
201004	100	760
201004	101	1
201004	102	152
201004	103	20
201004	104	1529
201004	105	4
201005	0	248358
201005	1	136
201005	2	1416
201005	3	4855
201005	4	1828
201005	5	17
201005	10	3176
201005	11	3
201005	12	11
201005	13	1
201005	14	13700
201005	15	3
201005	100	789
201005	102	128
201005	103	15
201005	104	3161
201005	105	9
201006	0	217405
201006	1	142
201006	2	1615
201006	3	3938
201006	4	1445
201006	5	10
201006	10	3008
201006	11	2
201006	12	6
201006	14	11754
201006	15	1
201006	100	819
201006	101	1
201006	102	191
201006	103	19
201006	104	2960
201007	0	118660
201007	1	27
201007	2	930
201007	3	3658
201007	4	8378
201007	5	1
201007	10	3684
201007	12	3
201007	14	12743
201007	15	2
201007	100	776
201007	102	217
201007	103	1
201007	104	1203
201008	0	96870
201008	1	13
201008	2	861
201008	3	3888
201008	4	7047
201008	10	2827
201008	14	14245
201008	15	4
201008	100	740
201008	102	150
201008	104	2411
201009	0	101190
201009	1	41
201009	2	1019
201009	3	6550
201009	4	1591
201009	5	1
201009	10	286
201009	12	6
201009	14	15753
201009	15	15
201009	100	20
201009	102	25
201009	103	4
201009	104	1726
201010	0	114185
201010	1	206
201010	2	978
201010	3	7142
201010	4	1944
201010	5	2
201010	10	338
201010	12	2
201010	14	16674
201010	15	4
201010	100	23
201010	102	10
201010	103	2
201010	104	1150
201010	105	6
201011	0	106763
201011	1	228
201011	2	1021
201011	3	6775
201011	4	2135
201011	5	2
201011	10	574
201011	11	1
201011	12	5
201011	14	16607
201011	15	2
201011	100	21
201011	102	30
201011	103	1
201011	104	1109
201011	105	5
201012	0	97197
201012	1	123
201012	2	941
201012	3	4015
201012	4	1469
201012	5	1
201012	10	1116
201012	11	1
201012	12	27
201012	14	12440
201012	15	1
201012	100	76
201012	102	18
201012	104	1329
201012	105	1
201101	0	126406
201101	1	192
201101	2	1009
201101	3	4362
201101	4	2065
201101	5	1
201101	10	1630
201101	12	31
201101	13	1
201101	14	19733
201101	15	2
201101	100	100
201101	102	40
201101	103	3
201101	104	1730
201101	105	9
201102	0	106720
201102	1	232
201102	2	763
201102	3	5419
201102	4	2093
201102	10	2187
201102	12	1
201102	13	1
201102	14	14973
201102	15	4
201102	100	48
201102	101	1
201102	102	70
201102	103	1
201102	104	1634
201102	105	4
201103	0	101750
201103	1	101
201103	2	1037
201103	3	6082
201103	4	2225
201103	10	2803
201103	11	1
201103	12	21
201103	14	14602
201103	15	2
201103	100	36
201103	102	72
201103	103	1
201103	104	1417
201103	105	1
201104	0	138984
201104	1	196
201104	2	1032
201104	3	5561
201104	4	2063
201104	10	1956
201104	11	1
201104	12	12
201104	13	1
201104	14	10261
201104	15	1
201104	100	18
201104	101	1
201104	102	33
201104	104	1427
201104	105	8
201105	0	115232
201105	1	199
201105	2	1198
201105	3	6161
201105	4	1763
201105	5	2
201105	10	2069
201105	12	4
201105	14	14615
201105	15	4
201105	100	36
201105	101	1
201105	102	84
201105	103	8
201105	104	2577
201105	105	3
201106	0	134377
201106	1	378
201106	2	2201
201106	3	5714
201106	4	1854
201106	5	4
201106	10	1894
201106	12	12
201106	14	18573
201106	15	4
201106	100	30
201106	101	1
201106	102	291
201106	103	83
201106	104	1591
201106	105	11
201107	0	131699
201107	1	35830
201107	2	5506
201107	3	2482
201107	4	1974
201107	5	5
201107	10	5143
201107	11	31
201107	12	12
201107	14	14108
201107	15	232
201107	100	350
201107	101	32
201107	102	303
201107	103	106
201107	104	2369
201107	105	575
201108	0	176714
201108	1	71521
201108	2	1301
201108	3	4596
201108	4	2533
201108	5	93
201108	10	2997
201108	11	93
201108	12	21
201108	13	4
201108	14	22463
201108	15	565
201108	100	88
201108	101	129
201108	102	516
201108	103	237
201108	104	2319
201108	105	1819
201109	0	96519
201109	1	287
201109	2	1360
201109	3	4599
201109	4	2385
201109	5	8
201109	10	2712
201109	11	1
201109	12	28
201109	14	12818
201109	15	6
201109	100	63
201109	101	2
201109	102	707
201109	103	46
201109	104	2082
201109	105	16
201110	0	159515
201110	1	748
201110	2	1166
201110	3	3710
201110	4	3774
201110	5	79
201110	10	1918
201110	11	18
201110	12	8
201110	14	17878
201110	15	8
201110	100	54
201110	101	3
201110	102	177
201110	103	55
201110	104	2231
201110	105	17
201111	0	131254
201111	1	621
201111	2	968
201111	3	4911
201111	4	2836
201111	5	70
201111	10	1821
201111	11	6
201111	12	12
201111	13	1
201111	14	16227
201111	15	6
201111	100	63
201111	102	131
201111	103	32
201111	104	3471
201111	105	11
201112	0	112388
201112	1	238
201112	2	806
201112	3	2398
201112	4	2154
201112	5	29
201112	10	2046
201112	11	1
201112	12	20
201112	13	1
201112	14	55254
201112	100	43
201112	101	1
201112	102	81
201112	103	9
201112	104	2167
201112	105	10
201201	0	146103
201201	1	619
201201	2	1154
201201	3	3233
201201	4	2987
201201	5	18
201201	10	2193
201201	11	10
201201	12	14
201201	14	17555
201201	15	2
201201	100	82
201201	102	235
201201	103	33
201201	104	2497
201201	105	17
201202	0	129823
201202	1	448
201202	2	622
201202	3	2663
201202	4	3219
201202	5	35
201202	10	3442
201202	11	6
201202	12	17
201202	14	13188
201202	15	6
201202	100	48
201202	101	2
201202	102	124
201202	103	25
201202	104	1637
201202	105	27
201203	0	132985
201203	1	277
201203	2	1056
201203	3	2994
201203	4	2884
201203	5	3
201203	10	3808
201203	11	1
201203	12	21
201203	14	15206
201203	100	18
201203	102	94
201203	103	9
201203	104	1707
201203	105	5
201204	0	118560
201204	1	3955
201204	2	3543
201204	3	3823
201204	4	4446
201204	5	14
201204	10	3866
201204	11	4
201204	12	28
201204	13	1
201204	14	15977
201204	15	23
201204	100	298
201204	101	22
201204	102	190
201204	103	26
201204	104	1594
201204	105	185
201205	0	135899
201205	1	206
201205	2	1080
201205	3	4115
201205	4	3042
201205	5	13
201205	10	6558
201205	11	1
201205	12	11
201205	13	1
201205	14	27617
201205	15	4
201205	100	50
201205	102	408
201205	103	10
201205	104	2839
201205	105	26
201206	0	128114
201206	1	625
201206	2	1005
201206	3	4358
201206	4	3394
201206	5	34
201206	8	2
201206	9	6
201206	10	7556
201206	11	10
201206	12	15
201206	14	16458
201206	15	10
201206	100	78
201206	101	1
201206	102	549
201206	103	42
201206	104	2563
201206	105	21
201207	0	271981
201207	1	139
201207	2	4253
201207	3	2599
201207	4	2813
201207	5	3
201207	8	7
201207	10	5692
201207	11	3
201207	12	16
201207	14	18542
201207	100	49
201207	102	437
201207	103	2
201207	104	3764
201207	105	6
201208	0	158619
201208	1	249
201208	2	1080
201208	3	3923
201208	4	3380
201208	5	26
201208	8	11
201208	10	5336
201208	11	1
201208	12	11
201208	13	1
201208	14	18018
201208	15	3
201208	100	218
201208	101	3
201208	102	462
201208	103	26
201208	104	3982
201208	105	4
201209	0	187683
201209	1	83
201209	2	782
201209	3	2943
201209	4	2560
201209	5	4
201209	8	92
201209	10	3653
201209	12	18
201209	14	14714
201209	15	1
201209	100	38
201209	102	524
201209	103	6
201209	104	2813
201209	105	4
201210	0	199161
201210	1	305
201210	2	1060
201210	3	7012
201210	4	3786
201210	5	34
201210	8	16
201210	9	1
201210	10	5039
201210	11	6
201210	12	13
201210	13	1
201210	14	20370
201210	100	54
201210	101	1
201210	102	412
201210	103	7
201210	104	1890
201210	105	7
201211	0	199963
201211	1	216
201211	2	1254
201211	3	4886
201211	4	2516
201211	5	32
201211	10	3694
201211	11	1
201211	12	11
201211	14	15821
201211	15	2
201211	100	55
201211	102	367
201211	103	10
201211	104	1413
201211	105	9
201212	0	121996
201212	1	182
201212	2	903
201212	3	9434
201212	4	9906
201212	5	20
201212	8	8
201212	9	4
201212	10	3299
201212	11	1
201212	12	3
201212	14	17018
201212	100	18
201212	102	162
201212	103	1
201212	104	1706
201212	105	8
201301	0	139535
201301	1	1224
201301	2	929
201301	3	3084
201301	4	1991
201301	5	14
201301	8	7
201301	9	4
201301	10	3518
201301	11	27
201301	12	16
201301	14	25123
201301	100	54
201301	102	248
201301	104	2382
201301	105	4
201302	0	134109
201302	1	3207
201302	2	797
201302	3	4295
201302	4	2128
201302	5	26
201302	8	2
201302	10	4547
201302	11	23
201302	12	13
201302	13	1
201302	14	16519
201302	15	16
201302	100	9
201302	101	16
201302	102	521
201302	103	8
201302	104	1421
201302	105	210
201303	0	811703
201303	1	3096
201303	2	16622
201303	3	4457
201303	4	2670
201303	5	34
201303	8	4
201303	9	1
201303	10	7019
201303	11	22
201303	12	83
201303	14	102758
201303	15	7
201303	100	140
201303	101	1
201303	102	821
201303	103	29
201303	104	14676
201303	105	61
201304	0	112858
201304	1	765
201304	2	4054
201304	3	4736
201304	4	2726
201304	5	16
201304	8	1
201304	10	5145
201304	11	16
201304	12	34
201304	14	18779
201304	100	159
201304	101	33
201304	102	464
201304	103	16
201304	104	1699
201304	105	11
201305	0	80889
201305	1	10966
201305	2	1026
201305	3	3710
201305	4	2481
201305	5	20
201305	8	11
201305	10	3607
201305	11	16
201305	12	8
201305	14	1109
201305	15	2
201305	100	28
201305	101	4
201305	102	227
201305	103	18
201305	104	4296
201305	105	3658
201306	0	56670
201306	1	1650
201306	2	1275
201306	3	873
201306	4	2208
201306	5	8
201306	10	3588
201306	11	13
201306	12	6
201306	14	401
201306	100	21
201306	101	4
201306	102	271
201306	103	18
201306	104	2552
201306	105	11
201307	0	71453
201307	1	5357
201307	2	872
201307	3	3046
201307	4	2403
201307	5	32
201307	8	1
201307	9	1
201307	10	4540
201307	11	24
201307	12	10
201307	14	983
201307	100	73
201307	101	5
201307	102	243
201307	103	28
201307	104	2672
201307	105	15
201307	828	3
201307	829	1
201308	0	58992
201308	1	3976
201308	2	768
201308	3	3481
201308	4	2250
201308	5	51
201308	8	2
201308	10	4824
201308	11	21
201308	12	6
201308	14	1073
201308	100	133
201308	101	2
201308	102	166
201308	103	25
201308	104	1786
201308	105	24
201309	0	60792
201309	1	199
201309	2	669
201309	3	3198
201309	4	1847
201309	5	10
201309	8	1
201309	10	4498
201309	11	9
201309	14	189
201309	100	13
201309	101	2
201309	102	259
201309	103	11
201309	104	1990
201309	105	5
201310	0	39351
201310	1	159
201310	2	672
201310	3	3671
201310	4	2798
201310	5	10
201310	10	5124
201310	11	19
201310	14	1261
201310	15	3
201310	100	31
201310	101	8
201310	102	223
201310	103	10
201310	104	1391
201310	105	5
201311	0	27982
201311	1	444
201311	2	652
201311	3	3192
201311	4	2550
201311	5	7
201311	10	4875
201311	11	13
201311	14	406
201311	15	1
201311	100	7
201311	101	5
201311	102	213
201311	103	11
201311	104	983
201311	105	6
201312	0	59836
201312	1	3040
201312	2	1136
201312	3	2039
201312	4	2091
201312	5	23
201312	9	1
201312	10	4477
201312	11	18
201312	14	89
201312	15	2
201312	100	71
201312	101	6
201312	102	220
201312	103	17
201312	104	519
201312	105	40
201401	0	25994
201401	1	1344
201401	2	754
201401	3	2355
201401	4	2171
201401	5	19
201401	10	4415
201401	11	10
201401	14	508
201401	100	29
201401	101	6
201401	102	272
201401	103	16
201401	104	456
201401	105	8
201402	0	74314
201402	1	437
201402	2	675
201402	3	3547
201402	4	2097
201402	5	12
201402	10	3807
201402	11	15
201402	12	8
201402	14	763
201402	15	3
201402	100	17
201402	101	2
201402	102	217
201402	103	17
201402	104	1187
201402	105	4
201403	0	24140
201403	1	206
201403	2	796
201403	3	5106
201403	4	2702
201403	5	59
201403	10	4354
201403	11	17
201403	14	872
201403	15	1
201403	100	5
201403	101	3
201403	102	287
201403	103	30
201403	104	773
201403	105	5
201404	0	38208
201404	1	1562
201404	2	581
201404	3	3961
201404	4	2143
201404	5	16
201404	9	5
201404	10	3359
201404	11	14
201404	14	720
201404	15	2
201404	100	80
201404	101	5
201404	102	150
201404	103	12
201404	104	1312
201404	105	342
201404	829	1
201405	0	28327
201405	1	1209
201405	2	761
201405	3	2630
201405	4	2749
201405	5	14
201405	10	4439
201405	11	10
201405	12	2
201405	14	717
201405	100	20
201405	101	9
201405	102	154
201405	103	15
201405	104	836
201405	105	52
201406	0	45520
201406	1	5330
201406	2	997
201406	3	2367
201406	4	2170
201406	5	28
201406	8	3
201406	9	1
201406	10	3894
201406	11	23
201406	12	5
201406	14	384
201406	15	8
201406	100	137
201406	101	28
201406	102	363
201406	103	67
201406	104	1189
201406	105	133
201407	0	85208
201407	1	2306
201407	2	1636
201407	3	3700
201407	4	2377
201407	5	35
201407	8	8
201407	9	1
201407	10	3053
201407	11	25
201407	12	3
201407	13	1
201407	14	141
201407	15	9
201407	100	22
201407	101	1
201407	102	439
201407	103	76
201407	104	1719
201407	105	50
201408	0	213505
201408	1	494
201408	2	953
201408	3	2811
201408	4	2031
201408	5	36
201408	8	8
201408	10	2928
201408	11	20
201408	12	2
201408	13	1
201408	14	393
201408	15	5
201408	100	10
201408	101	1
201408	102	286
201408	103	40
201408	104	3909
201408	105	25
201408	828	5
201409	0	40741
201409	1	131
201409	2	805
201409	3	1877
201409	4	2063
201409	5	14
201409	8	2
201409	10	3710
201409	11	9
201409	13	1
201409	14	94
201409	100	4
201409	102	245
201409	103	12
201409	104	1601
201409	105	4
201410	0	33501
201410	1	151
201410	2	951
201410	3	3044
201410	4	2503
201410	5	13
201410	8	2
201410	10	3446
201410	11	11
201410	12	2
201410	14	102
201410	100	11
201410	101	4
201410	102	227
201410	103	15
201410	104	1518
201410	105	1
201411	0	47748
