month	page_namespace	n
200504	100	4
200504	102	2
200505	0	4633
200505	1	9
200505	2	16
200505	3	5
200505	4	3
200505	5	2
200505	14	21
200505	100	2
200505	102	2
200506	0	25353
200506	1	39
200506	2	43
200506	3	4
200506	4	13
200506	5	13
200506	8	10
200506	11	3
200506	12	5
200506	13	2
200506	14	1086
200506	100	369
200506	102	27
200506	103	9
200507	0	25692
200507	1	43
200507	2	33
200507	3	20
200507	4	43
200507	5	1
200507	6	1
200507	8	15
200507	10	14
200507	12	5
200507	13	3
200507	14	3150
200507	100	4
200507	102	10
200508	0	29241
200508	1	11
200508	2	22
200508	3	37
200508	4	34
200508	8	8
200508	9	1
200508	10	5
200508	12	3
200508	14	2675
200508	100	3
200508	102	5
200509	0	12998
200509	1	7
200509	2	46
200509	3	41
200509	4	176
200509	5	13
200509	6	3
200509	8	2
200509	10	4
200509	12	1
200509	14	347
200509	100	73
200509	101	7
200509	102	9
200509	103	15
200510	0	38618
200510	1	250
200510	2	117
200510	3	166
200510	4	178
200510	5	30
200510	7	1
200510	8	4
200510	10	11
200510	11	1
200510	12	7
200510	14	2517
200510	15	26
200510	100	9
200510	101	7
200510	102	70
200510	103	18
200511	0	27376
200511	1	66
200511	2	44
200511	3	18
200511	4	16
200511	5	2
200511	8	4
200511	10	24
200511	11	3
200511	12	3
200511	13	2
200511	14	1615
200511	15	1
200511	100	13
200511	101	2
200511	102	11
200511	103	1
200512	0	42974
200512	1	37
200512	2	123
200512	3	19
200512	4	47
200512	5	6
200512	8	5
200512	10	320
200512	11	1
200512	12	1
200512	14	5011
200512	15	1
200512	100	16
200512	101	2
200512	102	13
200512	103	2
200601	0	33783
200601	1	4044
200601	2	69
200601	3	332
200601	4	86
200601	5	14
200601	6	1
200601	10	7
200601	11	2
200601	12	7
200601	13	1
200601	14	2200
200601	15	11
200601	100	80
200601	101	1
200601	102	133
200601	103	1
200602	0	37888
200602	1	991
200602	2	90
200602	3	348
200602	4	60
200602	5	22
200602	8	3
200602	10	10
200602	12	1
200602	14	1190
200602	100	16
200602	102	58
200602	103	1
200603	0	67678
200603	1	69
200603	2	146
200603	3	267
200603	4	97
200603	5	8
200603	6	726
200603	8	1
200603	10	5
200603	12	5
200603	14	5434
200603	100	13
200603	102	149
200603	103	7
200604	0	100346
200604	1	294
200604	2	572
200604	3	1433
200604	4	231
200604	5	140
200604	6	2
200604	9	1
200604	10	183
200604	11	25
200604	12	20
200604	13	9
200604	14	1678
200604	15	8
200604	100	151
200604	101	57
200604	102	969
200604	103	225
200604	104	1
200605	0	41135
200605	1	52
200605	2	173
200605	3	346
200605	4	681
200605	5	5
200605	6	5
200605	8	2
200605	10	117
200605	12	10
200605	14	776
200605	15	2
200605	100	22
200605	101	1
200605	102	189
200605	103	1
200606	0	97727
200606	1	352
200606	2	133
200606	3	508
200606	4	309
200606	5	33
200606	10	5
200606	11	2
200606	12	4
200606	14	2682
200606	15	34
200606	100	6
200606	101	7
200606	102	406
200606	103	13
200607	0	91501
200607	1	831
200607	2	168
200607	3	137
200607	4	96
200607	5	3
200607	6	2
200607	8	1
200607	10	313
200607	11	1
200607	12	2
200607	13	1
200607	14	8633
200607	15	2
200607	100	588
200607	101	5
200607	102	405
200607	103	1
200607	104	1
200608	0	66007
200608	1	68
200608	2	104
200608	3	171
200608	4	81
200608	6	16
200608	10	23
200608	11	1
200608	12	3
200608	13	2
200608	14	8086
200608	15	1
200608	100	49
200608	101	4
200608	102	394
200608	103	3
200609	0	75835
200609	1	160
200609	2	140
200609	3	148
200609	4	142
200609	5	8
200609	6	1179
200609	8	2
200609	10	29
200609	11	2
200609	12	3
200609	14	10184
200609	15	27
200609	100	49
200609	101	3
200609	102	459
200609	103	10
200610	0	94716
200610	1	35
200610	2	371
200610	3	9187
200610	4	351
200610	5	36
200610	6	115
200610	8	1
200610	10	105
200610	12	6
200610	14	10611
200610	100	18
200610	101	3
200610	102	539
200610	103	1
200611	0	101465
200611	1	101
200611	2	966
200611	3	236
200611	4	467
200611	5	34
200611	6	4
200611	7	1
200611	8	15
200611	10	1011
200611	11	12
200611	12	11
200611	13	1
200611	14	7198
200611	15	6
200611	100	297
200611	101	8
200611	102	358
200611	103	30
200611	104	1
200612	0	59062
200612	1	102
200612	2	1414
200612	3	187
200612	4	359
200612	5	31
200612	6	1
200612	8	23
200612	10	354
200612	11	19
200612	12	10
200612	14	10187
200612	15	8
200612	100	408
200612	101	7
200612	102	794
200612	103	28
200612	104	3
200701	0	76927
200701	1	69
200701	2	1057
200701	3	189
200701	4	183
200701	5	12
200701	8	2
200701	10	144
200701	11	5
200701	12	5
200701	13	1
200701	14	6859
200701	15	1
200701	100	85
200701	101	4
200701	102	301
200701	103	14
200701	104	1
200702	0	100022
200702	1	145
200702	2	1075
200702	3	3964
200702	4	150
200702	5	7
200702	6	4
200702	10	308
200702	11	8
200702	12	8
200702	13	1
200702	14	8187
200702	15	5
200702	100	54
200702	101	2
200702	102	426
200702	103	5
200703	0	82139
200703	1	1341
200703	2	1145
200703	3	858
200703	4	504
200703	5	77
200703	6	237
200703	8	427
200703	9	1
200703	10	43
200703	11	31
200703	12	7
200703	14	15330
200703	15	88
200703	100	62
200703	101	9
200703	102	232
200703	103	41
200704	0	58501
200704	1	134
200704	2	1322
200704	3	861
200704	4	490
200704	5	22
200704	8	21
200704	10	94
200704	11	6
200704	12	3
200704	14	16123
200704	15	10
200704	100	65
200704	101	4
200704	102	390
200704	103	9
200705	0	88632
200705	1	12847
200705	2	1983
200705	3	560
200705	4	461
200705	5	63
200705	8	4
200705	9	5
200705	10	89
200705	11	25
200705	12	29
200705	13	2
200705	14	13425
200705	15	49
200705	100	224
200705	101	11
200705	102	1066
200705	103	45
200706	0	57539
200706	1	4259
200706	2	1290
200706	3	174
200706	4	251
200706	5	17
200706	6	4
200706	8	2
200706	10	107
200706	11	6
200706	12	7
200706	14	3509
200706	15	17
200706	100	72
200706	101	7
200706	102	452
200706	103	7
200706	104	26
200707	0	59462
200707	1	9002
200707	2	1469
200707	3	80
200707	4	549
200707	5	12
200707	6	1191
200707	10	196
200707	12	9
200707	14	5476
200707	100	112
200707	101	9
200707	102	546
200707	103	9
200707	104	1
200708	0	103017
200708	1	21885
200708	2	1569
200708	3	97
200708	4	362
200708	5	6
200708	6	295
200708	8	14
200708	10	565
200708	12	5
200708	14	4646
200708	15	3
200708	100	127
200708	101	1
200708	102	873
200708	103	8
200708	104	1
200709	0	88559
200709	1	60524
200709	2	1545
200709	3	3703
200709	4	261
200709	5	8
200709	6	3299
200709	8	1
200709	10	97
200709	11	8
200709	12	9
200709	14	8245
200709	15	2
200709	100	105
200709	101	4
200709	102	429
200709	103	19
200710	0	173918
200710	1	65953
200710	2	687
200710	3	3345
200710	4	283
200710	5	10
200710	6	66
200710	8	1
200710	10	305
200710	11	16
200710	12	4
200710	14	5461
200710	15	9
200710	100	114
200710	101	3
200710	102	538
200710	103	24
200711	0	255147
200711	1	21405
200711	2	6236
200711	3	7303
200711	4	761
200711	5	54
200711	6	15
200711	8	1
200711	10	814
200711	11	8
200711	12	19
200711	13	5
200711	14	16765
200711	15	1
200711	100	178
200711	101	13
200711	102	177
200711	103	20
200711	104	26
200712	0	208042
200712	1	3301
200712	2	6501
200712	3	8227
200712	4	300
200712	5	5
200712	6	1
200712	8	3
200712	10	177
200712	11	2
200712	12	13
200712	13	1
200712	14	5995
200712	15	2
200712	100	107
200712	101	2
200712	102	731
200712	103	6
200801	0	108464
200801	1	7490
200801	2	8009
200801	3	10390
200801	4	376
200801	5	21
200801	6	4
200801	8	4
200801	10	253
200801	11	1
200801	12	23
200801	13	2
200801	14	5330
200801	15	4
200801	100	144
200801	101	3
200801	102	402
200801	103	6
200802	0	359600
200802	1	32448
200802	2	9711
200802	3	11973
200802	4	394
200802	5	8
200802	6	168
200802	8	17
200802	10	444
200802	11	3
200802	12	18
200802	13	2
200802	14	8984
200802	15	2
200802	100	100
200802	101	3
200802	102	747
200802	103	206
200803	0	176892
200803	1	54521
200803	2	11792
200803	3	27658
200803	4	814
200803	5	34
200803	6	4
200803	8	1
200803	10	1231
200803	11	26
200803	12	101
200803	13	5
200803	14	20211
200803	15	72
200803	100	204
200803	101	17
200803	102	908
200803	103	32
200804	0	264004
200804	1	3894
200804	2	14896
200804	3	7963
200804	4	539
200804	5	32
200804	6	498
200804	9	3
200804	10	809
200804	11	17
200804	12	22
200804	13	7
200804	14	21400
200804	15	4
200804	100	453
200804	101	10
200804	102	598
200804	103	32
200805	0	156909
200805	1	9796
200805	2	11054
200805	3	24719
200805	4	853
200805	5	27
200805	6	15
200805	10	696
200805	11	10
200805	12	17
200805	13	3
200805	14	10568
200805	15	1
200805	100	161
200805	101	5
200805	102	945
200805	103	15
200806	0	110904
200806	1	20056
200806	2	8438
200806	3	41330
200806	4	474
200806	5	30
200806	6	8
200806	10	242
200806	11	3
200806	12	30
200806	13	1
200806	14	33748
200806	15	3
200806	100	167
200806	101	4
200806	102	852
200806	103	23
200807	0	109017
200807	1	20838
200807	2	7895
200807	3	6425
200807	4	518
200807	5	47
200807	6	20
200807	10	339
200807	11	5
200807	12	25
200807	14	10806
200807	100	180
200807	101	15
200807	102	2972
200807	103	44
200807	104	2
200808	0	122296
200808	1	6164
200808	2	5614
200808	3	8885
200808	4	352
200808	5	30
200808	6	1
200808	8	1
200808	10	473
200808	12	23
200808	14	11495
200808	100	123
200808	101	1
200808	102	4943
200808	103	7
200808	104	2
200809	0	105821
200809	1	104657
200809	2	14345
200809	3	24530
200809	4	229
200809	5	9
200809	6	27
200809	10	251
200809	11	1
200809	12	22
200809	13	1
200809	14	11692
200809	15	2
200809	100	823
200809	101	19
200809	102	4082
200809	103	20
200809	104	2
200810	0	127391
200810	1	23219
200810	2	11404
200810	3	14469
200810	4	182
200810	5	11
200810	6	25
200810	10	372
200810	11	2
200810	12	15
200810	13	1
200810	14	18624
200810	15	3
200810	100	91
200810	101	17
200810	102	4997
200810	103	19
200810	104	1
200811	0	102877
200811	1	3495
200811	2	12432
200811	3	16320
200811	4	251
200811	5	7
200811	6	9
200811	10	1360
200811	12	14
200811	13	4
200811	14	17234
200811	15	1
200811	100	756
200811	101	4
200811	102	5244
200811	103	14
200811	104	1
200812	0	101962
200812	1	1887
200812	2	9305
200812	3	13567
200812	4	270
200812	5	9
200812	7	1
200812	10	1185
200812	11	6
200812	12	19
200812	14	12648
200812	15	27
200812	100	131
200812	101	8
200812	102	4467
200812	103	34
200812	104	1
200901	0	109512
200901	1	11137
200901	2	9559
200901	3	15852
200901	4	271
200901	5	13
200901	10	367
200901	11	2
200901	12	23
200901	13	10
200901	14	14347
200901	15	5
200901	100	104
200901	101	9
200901	102	4672
200901	103	34
200902	0	106821
200902	1	13940
200902	2	8331
200902	3	13210
200902	4	896
200902	5	29
200902	6	22
200902	10	292
200902	11	2
200902	12	21
200902	13	22
200902	14	13982
200902	15	19
200902	100	196
200902	101	67
200902	102	4528
200902	103	184
200903	0	100339
200903	1	12388
200903	2	10413
200903	3	69977
200903	4	924
200903	5	19
200903	9	1
200903	10	647
200903	11	1
200903	12	24
200903	13	9
200903	14	15696
200903	15	31
200903	100	125
200903	101	4
200903	102	5252
200903	103	25
200904	0	110221
200904	1	24259
200904	2	8896
200904	3	19909
200904	4	1139
200904	5	187
200904	10	614
200904	11	20
200904	12	37
200904	13	22
200904	14	11208
200904	15	47
200904	100	150
200904	101	48
200904	102	5878
200904	103	272
200904	104	7
200905	0	160943
200905	1	28590
200905	2	10095
200905	3	27711
200905	4	3605
200905	5	423
200905	6	35
200905	10	1034
200905	11	52
200905	12	53
200905	13	19
200905	14	17477
200905	15	121
200905	100	255
200905	101	91
200905	102	6405
200905	103	582
200906	0	130520
200906	1	88926
200906	2	7267
200906	3	19243
200906	4	1193
200906	5	327
200906	6	2
200906	9	2
200906	10	2600
200906	11	506
200906	12	22
200906	13	24
200906	14	11084
200906	15	1698
200906	100	160
200906	101	88
200906	102	6019
200906	103	294
200906	105	1
200907	0	105807
200907	1	3936
200907	2	5530
200907	3	9034
200907	4	327
200907	5	12
200907	6	6
200907	10	376
200907	11	4
200907	12	11
200907	13	16
200907	14	8098
200907	15	4
200907	100	106
200907	101	14
200907	102	5260
200907	103	26
200908	0	137440
200908	1	12008
200908	2	5167
200908	3	11683
200908	4	343
200908	5	8
200908	6	1
200908	10	896
200908	11	8
200908	12	21
200908	13	10
200908	14	12296
200908	15	21
200908	100	543
200908	101	7
200908	102	7122
200908	103	37
200908	104	1
200909	0	119573
200909	1	9982
200909	2	9294
200909	3	16285
200909	4	559
200909	5	37
200909	6	1
200909	7	2
200909	9	1
200909	10	335
200909	11	5
200909	12	35
200909	13	17
200909	14	10984
200909	15	16
200909	100	155
200909	101	6
200909	102	5682
200909	103	91
200909	104	1
200910	0	114390
200910	1	17242
200910	2	11264
200910	3	15074
200910	4	389
200910	5	11
200910	6	5
200910	7	1
200910	10	499
200910	11	2
200910	12	36
200910	13	22
200910	14	20929
200910	15	5
200910	100	195
200910	101	2
200910	102	5831
200910	103	29
200911	0	113140
200911	1	4746
200911	2	10490
200911	3	16799
200911	4	355
200911	5	10
200911	6	4
200911	10	392
200911	11	1
200911	12	25
200911	13	28
200911	14	15819
200911	15	50
200911	100	293
200911	101	7
200911	102	4881
200911	103	20
200911	104	1
200912	0	102155
200912	1	44980
200912	2	8909
200912	3	14359
200912	4	806
200912	5	107
200912	6	17
200912	10	782
200912	11	8
200912	12	64
200912	13	24
200912	14	14765
200912	15	13
200912	100	542
200912	101	17
200912	102	6003
200912	103	62
200912	104	3
201001	0	138445
201001	1	62487
201001	2	11250
201001	3	16920
201001	4	441
201001	5	11
201001	7	1
201001	10	465
201001	11	8
201001	12	15
201001	13	22
201001	14	13643
201001	15	12
201001	100	838
201001	101	18
201001	102	5260
201001	103	53
201001	104	2
201002	0	129560
201002	1	38270
201002	2	11240
201002	3	17324
201002	4	397
201002	5	25
201002	6	2
201002	7	1
201002	9	1
201002	10	1050
201002	11	14
201002	12	25
201002	13	29
201002	14	20734
201002	15	31
201002	100	890
201002	101	15
201002	102	8431
201002	103	74
201003	0	113401
201003	1	25578
201003	2	2983
201003	3	28530
201003	4	442
201003	5	16
201003	6	1
201003	10	1131
201003	11	5
201003	12	32
201003	13	17
201003	14	26676
201003	15	5
201003	100	775
201003	101	10
201003	102	6454
201003	103	50
201004	0	130872
201004	1	13325
201004	2	1048
201004	3	18832
201004	4	436
201004	5	9
201004	6	2
201004	10	343
201004	11	2
201004	12	26
201004	13	15
201004	14	16009
201004	15	1
201004	100	298
201004	101	8
201004	102	6801
201004	103	49
201005	0	124360
201005	1	4189
201005	2	887
201005	3	19662
201005	4	522
201005	5	27
201005	6	11
201005	7	1
201005	10	408
201005	11	3
201005	12	25
201005	13	15
201005	14	15975
201005	100	701
201005	101	31
201005	102	4100
201005	103	49
201005	105	1
201006	0	127245
201006	1	5576
201006	2	1027
201006	3	14785
201006	4	533
201006	5	18
201006	10	387
201006	11	8
201006	12	16
201006	13	11
201006	14	14180
201006	15	8
201006	100	177
201006	101	10
201006	102	7652
201006	103	69
201006	104	1
201007	0	100341
201007	1	1678
201007	2	711
201007	3	26101
201007	4	643
201007	5	11
201007	6	97
201007	10	512
201007	11	1
201007	12	5
201007	13	16
201007	14	18735
201007	15	14
201007	100	173
201007	101	1
201007	102	7681
201007	103	39
201008	0	102668
201008	1	1736
201008	2	895
201008	3	13540
201008	4	521
201008	5	13
201008	6	2
201008	10	559
201008	11	4
201008	12	14
201008	13	15
201008	14	14646
201008	100	275
201008	101	13
201008	102	9201
201008	103	66
201009	0	117096
201009	1	2358
201009	2	948
201009	3	11834
201009	4	614
201009	5	14
201009	6	1
201009	7	1
201009	10	881
201009	11	11
201009	12	13
201009	13	13
201009	14	14296
201009	15	5
201009	100	291
201009	101	2
201009	102	8494
201009	103	91
201009	104	1
201010	0	109497
201010	1	59227
201010	2	1168
201010	3	17498
201010	4	605
201010	5	5
201010	6	3
201010	7	1
201010	10	1226
201010	11	5
201010	12	21
201010	13	8
201010	14	17526
201010	15	1
201010	100	574
201010	101	17
201010	102	9674
201010	103	128
201010	104	1
201011	0	136537
201011	1	34561
201011	2	1345
201011	3	16598
201011	4	819
201011	5	57
201011	6	171
201011	10	2362
201011	11	14
201011	12	29
201011	13	10
201011	14	21622
201011	15	2
201011	100	616
201011	101	7
201011	102	8202
201011	103	162
201011	104	58
201012	0	183758
201012	1	17025
201012	2	1803
201012	3	15911
201012	4	601
201012	5	5
201012	6	3
201012	10	1050
201012	11	5
201012	12	34
201012	13	13
201012	14	13124
201012	15	3
201012	100	295
201012	101	2
201012	102	9155
201012	103	101
201101	0	160776
201101	1	6056
201101	2	1137
201101	3	17414
201101	4	1195
201101	5	15
201101	10	749
201101	11	7
201101	12	70
201101	13	11
201101	14	18710
201101	15	4
201101	100	236
201101	101	13
201101	102	6280
201101	103	161
201101	104	1
201102	0	122572
201102	1	967
201102	2	858
201102	3	15395
201102	4	673
201102	5	18
201102	6	1
201102	10	857
201102	11	6
201102	12	15
201102	13	20
201102	14	14645
201102	15	8
201102	100	258
201102	101	4
201102	102	6263
201102	103	91
201103	0	122016
201103	1	41266
201103	2	812
201103	3	34851
201103	4	734
201103	5	12
201103	6	5
201103	7	2
201103	10	1318
201103	11	5
201103	12	29
201103	13	24
201103	14	15162
201103	15	20
201103	100	257
201103	101	1
201103	102	4977
201103	103	71
201104	0	142973
201104	1	15129
201104	2	831
201104	3	17842
201104	4	684
201104	5	12
201104	6	2
201104	10	2361
201104	11	1
201104	12	16
201104	13	15
201104	14	11525
201104	15	3
201104	100	172
201104	101	16
201104	102	6900
201104	103	83
201104	104	2
201105	0	111718
201105	1	3472
201105	2	1087
201105	3	22160
201105	4	1349
201105	5	8
201105	6	2
201105	9	1
201105	10	359
201105	11	5
201105	12	11
201105	13	9
201105	14	10606
201105	15	1
201105	100	294
201105	101	2
201105	102	6941
201105	103	84
201106	0	124972
201106	1	380
201106	2	1007
201106	3	17604
201106	4	1143
201106	5	9
201106	10	426
201106	11	2
201106	12	17
201106	13	8
201106	14	53246
201106	15	10
201106	100	289
201106	101	2
201106	102	6739
201106	103	64
201106	104	1
201107	0	114894
201107	1	1584
201107	2	1076
201107	3	12946
201107	4	969
201107	5	7
201107	9	1
201107	10	1406
201107	11	8
201107	12	47
201107	13	8
201107	14	17941
201107	100	314
201107	101	6
201107	102	9182
201107	103	22
201107	104	1
201108	0	138288
201108	1	16551
201108	2	1108
201108	3	53983
201108	4	959
201108	5	13
201108	6	2
201108	9	1
201108	10	8509
201108	11	125
201108	12	19
201108	13	7
201108	14	25186
201108	15	5
201108	100	346
201108	101	3
201108	102	8681
201108	103	67
201109	0	137971
201109	1	458190
201109	2	1328
201109	3	27635
201109	4	1233
201109	5	10
201109	9	1
201109	10	1376
201109	11	21
201109	12	59
201109	13	6
201109	14	14480
201109	15	6
201109	100	2802
201109	101	6
201109	102	9885
201109	103	139
201109	104	1
201110	0	148667
201110	1	25335
201110	2	1185
201110	3	18118
201110	4	1303
201110	5	6
201110	6	2
201110	10	1376
201110	11	16
201110	12	59
201110	13	17
201110	14	20729
201110	15	4
201110	100	2577
201110	101	10
201110	102	2932
201110	103	177
201111	0	127225
201111	1	18376
201111	2	532
201111	3	19545
201111	4	1094
201111	5	6
201111	10	1014
201111	11	2
201111	12	22
201111	13	13
201111	14	15568
201111	100	2610
201111	101	4
201111	102	2506
201111	103	77
201112	0	143509
201112	1	1114
201112	2	726
201112	3	19076
201112	4	1164
201112	5	7
201112	6	37
201112	9	1
201112	10	5264
201112	11	37
201112	12	48
201112	13	15
201112	14	22330
201112	100	2268
201112	101	5
201112	102	2358
201112	103	46
201112	104	4
201201	0	155181
201201	1	1362
201201	2	541
201201	3	23208
201201	4	1203
201201	5	11
201201	6	50
201201	10	3004
201201	11	6
201201	12	34
201201	13	12
201201	14	16488
201201	15	1
201201	100	3283
201201	101	9
201201	102	2903
201201	103	45
201201	104	1
201202	0	203663
201202	1	1344
201202	2	689
201202	3	29351
201202	4	1271
201202	5	21
201202	6	1
201202	10	2841
201202	11	8
201202	12	37
201202	13	8
201202	14	14085
201202	100	3046
201202	101	14
201202	102	3434
201202	103	77
201202	104	1
201203	0	120342
201203	1	90
201203	2	414
201203	3	20368
201203	4	1006
201203	5	5
201203	6	1
201203	10	4065
201203	11	1
201203	12	31
201203	13	3
201203	14	16124
201203	15	1
201203	100	2872
201203	101	1
201203	102	3155
201203	103	8
201203	104	1
201204	0	140094
201204	1	193
201204	2	507
201204	3	18161
201204	4	1026
201204	5	8
201204	6	1
201204	10	5050
201204	12	44
201204	13	1
201204	14	15764
201204	15	4
201204	100	3438
201204	101	6
201204	102	3841
201204	103	19
201205	0	140338
201205	1	6250
201205	2	531
201205	3	39878
201205	4	1111
201205	5	7
201205	6	1
201205	7	1
201205	10	7188
201205	11	3
201205	12	29
201205	13	1
201205	14	22541
201205	15	7
201205	100	3230
201205	101	10
201205	102	4219
201205	103	38
201205	104	1
201206	0	123298
201206	1	18627
201206	2	357
201206	3	15713
201206	4	1133
201206	5	10
201206	10	7857
201206	12	33
201206	13	3
201206	14	18289
201206	15	1
201206	100	3316
201206	101	6
201206	102	3668
201206	103	21
201207	0	155269
201207	1	38270
201207	2	358
201207	3	12152
201207	4	1042
201207	5	1
201207	6	2
201207	10	5753
201207	11	1
201207	12	26
201207	14	20067
201207	100	3816
201207	101	4
201207	102	4148
201207	103	7
201208	0	182910
201208	1	9615
201208	2	301
201208	3	20379
201208	4	1025
201208	5	22
201208	6	2
201208	10	5424
201208	11	9
201208	12	20
201208	13	10
201208	14	18090
201208	100	3630
201208	101	2
201208	102	3783
201208	103	21
201209	0	156375
201209	1	1165
201209	2	622
201209	3	19988
201209	4	1019
201209	5	3
201209	6	1
201209	10	3174
201209	11	1
201209	12	31
201209	13	2
201209	14	15330
201209	100	3876
201209	101	3
201209	102	3907
201209	103	12
201210	0	179683
201210	1	1077
201210	2	553
201210	3	29963
201210	4	1794
201210	5	9
201210	6	1
201210	9	1
201210	10	4448
201210	11	1
201210	12	27
201210	13	1
201210	14	21738
201210	100	4300
201210	101	10
201210	102	3736
201210	103	29
201211	0	116937
201211	1	194
201211	2	874
201211	3	34960
201211	4	1126
201211	5	15
201211	10	2079
201211	11	11
201211	12	26
201211	14	14848
201211	15	3
201211	100	4822
201211	101	150
201211	102	3372
201211	103	336
201212	0	132420
201212	1	516
201212	2	494
201212	3	25901
201212	4	1008
201212	5	5
201212	6	1
201212	9	4
201212	10	1790
201212	12	11
201212	14	16431
201212	100	9471
201212	101	3
201212	102	3625
201212	103	6
201301	0	124704
201301	1	386
201301	2	451
201301	3	25480
201301	4	1068
201301	5	13
201301	6	1
201301	10	3267
201301	11	7
201301	12	26
201301	13	9
201301	14	25810
201301	15	1
201301	100	14474
201301	101	4
201301	102	3167
201301	103	10
201301	104	2
201302	0	165377
201302	1	93
201302	2	490
201302	3	32295
201302	4	865
201302	5	5
201302	6	2
201302	10	2727
201302	11	1
201302	12	26
201302	14	17309
201302	15	9
201302	100	13678
201302	101	2
201302	102	2754
201302	103	12
201303	0	1087129
201303	1	1528
201303	2	1518
201303	3	28123
201303	4	1513
201303	5	15
201303	6	10
201303	10	6276
201303	11	14
201303	12	86
201303	13	2
201303	14	105368
201303	15	14
201303	100	15082
201303	101	6
201303	102	3319
201303	103	51
201303	104	2
201304	0	133207
201304	1	1964
201304	2	2853
201304	3	26655
201304	4	1236
201304	5	19
201304	6	58
201304	9	1
201304	10	4026
201304	11	7
201304	12	59
201304	13	1
201304	14	26119
201304	15	5
201304	100	13218
201304	101	8
201304	102	3714
201304	103	50
201305	0	49049
201305	1	605
201305	2	886
201305	3	50759
201305	4	895
201305	5	1
201305	6	3
201305	9	1
201305	10	1264
201305	11	2
201305	12	17
201305	14	2614
201305	15	2
201305	100	7651
201305	101	2
201305	102	2986
201305	103	11
201306	0	30653
201306	1	58
201306	2	849
201306	3	31893
201306	4	922
201306	5	1
201306	10	1347
201306	11	1
201306	12	8
201306	13	3
201306	14	1133
201306	100	11129
201306	102	3557
201306	103	3
201306	828	1
201307	0	40752
201307	1	1554
201307	2	860
201307	3	26009
201307	4	985
201307	5	3
201307	6	3
201307	10	2266
201307	11	1
201307	12	27
201307	14	1217
201307	100	11157
201307	102	3968
201307	103	21
201308	0	23764
201308	1	451
201308	2	819
201308	3	25666
201308	4	994
201308	6	1
201308	10	2322
201308	12	7
201308	13	1
201308	14	1904
201308	15	1
201308	100	11383
201308	101	1
201308	102	5229
201308	103	10
201309	0	18411
201309	1	26
201309	2	516
201309	3	26510
