month	page_namespace	n
200601	3	24
200601	4	124
200601	8	7
200601	10	203
200601	14	1034
200601	100	85
200601	102	1
200602	0	10987
200602	1	48
200602	2	24
200602	3	122
200602	4	133
200602	5	12
200602	10	189
200602	11	1
200602	12	1
200602	14	134
200602	100	61
200603	0	16171
200603	1	19
200603	2	51
200603	3	24
200603	4	170
200603	5	17
200603	6	2583
200603	10	204
200603	12	1
200603	14	583
200603	100	61
200603	101	3
200604	0	21594
200604	1	53
200604	2	35
200604	3	193
200604	4	206
200604	5	6
200604	8	1
200604	10	215
200604	11	1
200604	12	2
200604	14	20
200604	15	1
200604	100	65
200604	102	1
200605	0	7678
200605	1	43
200605	2	9
200605	3	1074
200605	4	180
200605	5	1
200605	6	2
200605	8	9
200605	10	206
200605	11	1
200605	14	399
200605	100	64
200606	0	24904
200606	1	29
200606	2	29
200606	3	2404
200606	4	224
200606	5	15
200606	8	18
200606	9	1
200606	10	200
200606	12	1
200606	14	1793
200606	100	61
200606	103	1
200607	0	20376
200607	1	98
200607	2	51
200607	3	2327
200607	4	423
200607	5	11
200607	6	2
200607	8	10
200607	10	197
200607	14	979
200607	15	53
200607	100	61
200607	102	1
200608	0	20408
200608	1	8
200608	2	66
200608	3	2292
200608	4	364
200608	5	6
200608	8	7
200608	10	203
200608	14	3151
200608	100	63
200609	0	11744
200609	1	335
200609	2	44
200609	3	2524
200609	4	331
200609	5	4
200609	8	1
200609	10	190
200609	11	1
200609	14	7766
200609	15	17
200609	100	68
200609	102	17
200610	0	12214
200610	1	9
200610	2	32
200610	3	1994
200610	4	316
200610	5	6
200610	6	2
200610	8	2
200610	10	181
200610	14	10179
200610	100	73
200611	0	24433
200611	1	8
200611	2	82
200611	3	2908
200611	4	350
200611	5	5
200611	8	1
200611	10	177
200611	14	5076
200611	15	1
200611	100	61
200612	0	36107
200612	1	5
200612	2	28
200612	3	453
200612	4	247
200612	5	7
200612	6	1
200612	8	5
200612	9	1
200612	10	230
200612	12	6
200612	13	1
200612	14	7909
200612	100	74
200612	102	10
200701	0	16933
200701	1	4
200701	2	39
200701	3	1187
200701	4	108
200701	5	2
200701	8	2
200701	10	450
200701	14	4811
200701	100	55
200702	0	38565
200702	1	1
200702	2	16
200702	3	2
200702	4	83
200702	5	1
200702	8	3
200702	9	2
200702	10	95
200702	12	2
200702	14	6985
200702	100	93
200703	0	25771
200703	1	4
200703	2	37
200703	3	19
200703	4	94
200703	5	3
200703	10	170
200703	12	1
200703	14	7950
200703	100	83
200704	0	38274
200704	1	3
200704	2	58
200704	3	16
200704	4	108
200704	5	2
200704	10	186
200704	14	14534
200704	100	66
200704	103	4
200705	0	47224
200705	1	7
200705	2	139
200705	3	6
200705	4	125
200705	10	265
200705	12	1
200705	14	12752
200705	100	96
200705	101	1
200705	103	40
200706	0	44793
200706	1	5
200706	2	56
200706	3	2
200706	4	126
200706	10	195
200706	12	2
200706	14	3666
200706	100	66
200706	102	1
200707	0	32080
200707	1	2
200707	2	39
200707	3	5
200707	4	47
200707	10	2503
200707	11	1
200707	14	5227
200707	100	25
200708	0	33386
200708	1	8
200708	2	95
200708	3	3
200708	4	80
200708	10	416
200708	12	2
200708	14	4409
200708	100	59
200708	102	1
200709	0	38743
200709	1	4
200709	2	45
200709	4	105
200709	10	402
200709	12	1
200709	14	6807
200709	100	79
200709	102	2
200710	0	48532
200710	1	11
200710	2	50
200710	3	6
200710	4	133
200710	10	283
200710	11	1
200710	12	1
200710	14	4107
200710	100	70
200710	102	2
200711	0	38994
200711	1	10
200711	2	71
200711	3	4
200711	4	149
200711	5	1
200711	10	202
200711	12	4
200711	14	10835
200711	100	69
200711	102	6
200712	0	60757
200712	1	44
200712	2	92
200712	3	10
200712	4	145
200712	5	1
200712	6	2
200712	10	550
200712	11	2
200712	14	4969
200712	100	81
200712	102	6
200712	103	1
200801	0	52821
200801	1	22
200801	2	474
200801	3	2066
200801	4	181
200801	5	3
200801	6	36
200801	10	263
200801	12	8
200801	14	6381
200801	100	97
200801	102	10
200802	0	52768
200802	1	25
200802	2	526
200802	3	2996
200802	4	109
200802	5	1
200802	6	31
200802	10	219
200802	12	1
200802	14	6497
200802	100	66
200802	102	6
200802	103	1
200803	0	47575
200803	1	23
200803	2	768
200803	3	13726
200803	4	291
200803	6	37
200803	10	221
200803	12	31
200803	14	11439
200803	100	400
200803	102	16
200803	103	1
200804	0	50563
200804	1	21
200804	2	844
200804	3	3299
200804	4	243
200804	5	3
200804	6	27
200804	10	267
200804	12	2
200804	14	7602
200804	100	78
200804	102	22
200805	0	82282
200805	1	27
200805	2	765
200805	3	3198
200805	4	337
200805	5	2
200805	6	63
200805	10	271
200805	11	1
200805	12	1
200805	14	9957
200805	100	86
200805	102	30
200806	0	80306
200806	1	11
200806	2	699
200806	3	2908
200806	4	377
200806	6	71
200806	10	206
200806	12	5
200806	14	13965
200806	100	71
200806	102	21
200807	0	55138
200807	1	131
200807	2	777
200807	3	2521
200807	4	345
200807	5	12
200807	6	32
200807	10	151
200807	12	2
200807	14	16107
200807	100	76
200807	102	12
200808	0	70261
200808	1	99
200808	2	1429
200808	3	2575
200808	4	278
200808	5	2
200808	6	33
200808	10	120
200808	11	2
200808	12	10
200808	14	9771
200808	100	88
200808	102	5
200809	0	61622
200809	1	24
200809	2	679
200809	3	2223
200809	4	121
200809	6	3
200809	10	163
200809	11	1
200809	14	9359
200809	100	63
200809	102	8
200810	0	83015
200810	1	22
200810	2	625
200810	3	2543
200810	4	122
200810	5	1
200810	6	28
200810	10	208
200810	12	2
200810	14	18663
200810	15	1
200810	100	73
200810	102	2
200811	0	55764
200811	1	19
200811	2	323
200811	3	820
200811	4	106
200811	10	2112
200811	12	13
200811	14	13333
200811	100	38
200811	102	1
200812	0	56979
200812	1	48
200812	2	716
200812	3	2621
200812	4	902
200812	5	9
200812	6	1
200812	9	1
200812	10	69
200812	11	3
200812	12	9
200812	14	10776
200812	100	50
200812	101	1
200812	102	29
200812	103	12
200901	0	56961
200901	1	18
200901	2	198
200901	3	20
200901	4	148
200901	5	2
200901	6	1
200901	10	2460
200901	12	7
200901	14	12298
200901	100	82
200901	102	39
200902	0	44387
200902	1	22
200902	2	214
200902	3	1928
200902	4	323
200902	6	1
200902	10	157
200902	14	11827
200902	100	70
200902	102	22
200903	0	45509
200903	1	23
200903	2	303
200903	3	6823
200903	4	752
200903	10	247
200903	12	4
200903	14	14114
200903	100	78
200903	102	37
200904	0	55386
200904	1	18
200904	2	281
200904	3	2794
200904	4	811
200904	5	1
200904	6	32
200904	10	122
200904	12	6
200904	14	9653
200904	100	68
200904	102	56
200905	0	60470
200905	1	28
200905	2	310
200905	3	5256
200905	4	763
200905	6	61
200905	10	497
200905	11	1
200905	12	5
200905	14	16377
200905	100	71
200905	102	29
200905	103	1
200906	0	60149
200906	1	23
200906	2	812
200906	3	3481
200906	4	811
200906	10	2164
200906	11	1
200906	12	10
200906	14	9458
200906	100	74
200906	102	21
200907	0	67787
200907	1	24
200907	2	651
200907	3	2696
200907	4	789
200907	5	1
200907	10	123
200907	12	3
200907	14	6577
200907	100	72
200907	102	16
200908	0	113400
200908	1	91
200908	2	727
200908	3	2696
200908	4	917
200908	5	10
200908	6	6
200908	10	448
200908	11	2
200908	12	4
200908	13	2
200908	14	9113
200908	100	76
200908	102	20
200908	103	1
200909	0	89490
200909	1	325
200909	2	725
200909	3	2589
200909	4	353
200909	6	8
200909	10	133
200909	12	3
200909	14	8985
200909	100	65
200909	102	47
200910	0	57086
200910	1	1314
200910	2	1325
200910	3	2647
200910	4	226
200910	5	2
200910	6	4
200910	9	1
200910	10	98
200910	11	1
200910	12	4
200910	14	10109
200910	100	72
200910	102	35
200911	0	76194
200911	1	178
200911	2	495
200911	3	2424
200911	4	238
200911	5	11
200911	6	711
200911	10	249
200911	11	5
200911	12	1
200911	14	8946
200911	15	2
200911	100	64
200911	101	1
200911	102	18
200911	103	5
200912	0	57805
200912	1	84
200912	2	780
200912	3	2536
200912	4	288
200912	6	3
200912	10	266
200912	12	29
200912	14	12185
200912	15	2
200912	100	115
200912	101	1
200912	102	24
200912	103	1
201001	0	59434
201001	1	48
201001	2	574
201001	3	2921
201001	4	231
201001	5	1
201001	6	1
201001	10	364
201001	11	1
201001	12	2
201001	14	10921
201001	100	66
201001	102	26
201002	0	52159
201002	1	40
201002	2	569
201002	3	2604
201002	4	124
201002	5	2
201002	6	9
201002	10	245
201002	11	1
201002	12	3
201002	13	1
201002	14	17758
201002	100	66
201002	102	29
201003	0	55161
201003	1	18
201003	2	1057
201003	3	3042
201003	4	166
201003	5	2
201003	10	653
201003	12	5
201003	14	20535
201003	100	82
201003	102	9
201004	0	68375
201004	1	229
201004	2	894
201004	3	2850
201004	4	121
201004	10	238
201004	12	5
201004	14	13194
201004	100	71
201004	102	2
201005	0	53090
201005	1	55
201005	2	956
201005	3	2914
201005	4	117
201005	10	483
201005	12	5
201005	14	11730
201005	15	3
201005	100	104
201005	102	4
201006	0	60430
201006	1	15
201006	2	791
201006	3	2624
201006	4	99
201006	10	491
201006	12	1
201006	14	9783
201006	100	113
201006	102	9
201007	0	52624
201007	1	83
201007	2	887
201007	3	2597
201007	4	89
201007	6	2
201007	10	486
201007	12	3
201007	14	9554
201007	100	114
201007	102	1
201008	0	57159
201008	1	1446
201008	2	950
201008	3	2698
201008	4	70
201008	10	769
201008	14	11617
201008	100	136
201008	102	14
201009	0	62174
201009	1	14
201009	2	877
201009	3	2537
201009	4	743
201009	5	994
201009	6	3
201009	10	607
201009	11	33
201009	12	1
201009	14	12986
201009	15	6
201009	100	75
201009	102	565
201009	103	947
201010	0	59304
201010	1	20
201010	2	1080
201010	3	2500
201010	4	169
201010	5	7
201010	6	2
201010	9	1
201010	10	884
201010	11	15
201010	12	2
201010	14	15210
201010	15	1
201010	100	110
201010	102	1
201011	0	52195
201011	1	17
201011	2	1133
201011	3	2201
201011	4	133
201011	5	1
201011	6	3
201011	10	987
201011	11	1
201011	12	4
201011	14	14423
201011	100	81
201011	101	1
201011	103	1
201012	0	49916
201012	1	22
201012	2	1094
201012	3	1917
201012	4	161
201012	5	20
201012	10	447
201012	12	21
201012	14	10513
201012	100	112
201101	0	58623
201101	1	54
201101	2	679
201101	3	3201
201101	4	547
201101	5	2
201101	10	286
201101	11	29
201101	12	12
201101	14	15438
201101	100	67
201101	102	24
201101	103	1
201102	0	49139
201102	1	127
201102	2	659
201102	3	2497
201102	4	505
201102	5	4
201102	10	454
201102	11	14
201102	14	11326
201102	15	17
201102	100	86
201102	102	1
201102	103	1
201103	0	56846
201103	1	274
201103	2	593
201103	3	2275
201103	4	440
201103	5	1
201103	7	5
201103	10	285
201103	11	1
201103	12	1
201103	14	10503
201103	15	14
201103	100	75
201104	0	53305
201104	1	240
201104	2	627
201104	3	2157
201104	4	528
201104	5	18
201104	6	21
201104	7	2
201104	10	2699
201104	11	117
201104	12	19
201104	14	9756
201104	15	18
201104	100	68
201104	102	174
201105	0	57283
201105	1	1669
201105	2	695
201105	3	2292
201105	4	396
201105	5	3
201105	7	3
201105	10	282
201105	11	6
201105	14	8137
201105	15	55
201105	100	76
201105	101	1
201105	102	1
201106	0	55935
201106	1	209
201106	2	1191
201106	3	2202
201106	4	251
201106	6	2131
201106	7	11
201106	10	264
201106	11	1
201106	14	13194
201106	15	2
201106	100	88
201106	102	1
201107	0	57551
201107	1	168
201107	2	1120
201107	3	2608
201107	4	173
201107	5	9
201107	6	161
201107	7	7
201107	10	211
201107	12	4
201107	14	8473
201107	15	8
201107	100	100
201107	102	1
201108	0	55245
201108	1	127
201108	2	762
201108	3	3258
201108	4	205
201108	5	2
201108	6	1
201108	7	4
201108	10	1184
201108	11	1
201108	12	9
201108	14	19671
201108	15	54
201108	100	105
201108	102	9
201109	0	49065
201109	1	171
201109	2	723
201109	3	2986
201109	4	181
201109	5	4
201109	6	12
201109	7	1
201109	10	1394
201109	12	26
201109	14	9621
201109	100	115
201109	102	6
201110	0	51617
201110	1	7
201110	2	711
201110	3	2913
201110	4	117
201110	6	1
201110	10	756
201110	12	4
201110	14	14973
201110	100	103
201110	102	3
201111	0	43455
201111	1	81
201111	2	663
201111	3	2743
201111	4	118
201111	5	2
201111	10	894
201111	12	2
201111	14	10846
201111	15	1
201111	100	101
201111	102	1
201112	0	50756
201112	1	67
201112	2	721
201112	3	2533
201112	4	96
201112	5	1
201112	6	8
201112	7	1
201112	10	1460
201112	12	5
201112	14	18901
201112	100	109
201112	102	1
201201	0	56551
201201	1	39
201201	2	661
201201	3	2878
201201	4	114
201201	5	1
201201	6	89
201201	7	6
201201	10	1345
201201	12	4
201201	14	12111
201201	100	103
201201	102	3
201202	0	47941
201202	1	60
201202	2	703
201202	3	3080
201202	4	243
201202	5	1
201202	6	1
201202	10	2023
201202	11	1
201202	12	19
201202	14	9675
201202	100	105
201202	102	10
201203	0	63755
201203	1	175
201203	2	759
201203	3	3040
201203	4	214
201203	5	1
201203	10	5056
201203	11	2
201203	12	17
201203	14	13194
201203	100	107
201203	102	6
201204	0	53027
201204	1	50
201204	2	739
201204	3	2848
201204	4	176
201204	5	6
201204	6	1
201204	10	5297
201204	11	1
201204	12	14
201204	14	11908
201204	15	78
201204	100	97
201204	102	4
201205	0	71225
201205	1	73
201205	2	793
201205	3	2746
201205	4	190
201205	6	1
201205	7	1
201205	10	8907
201205	11	1
201205	12	10
201205	14	17926
201205	100	114
201205	102	20
201205	103	1
201206	0	52948
201206	1	22
201206	2	771
201206	3	2719
201206	4	244
201206	5	1
201206	10	10793
201206	12	7
201206	13	1
201206	14	12890
201206	100	117
201206	102	21
201207	0	64935
201207	1	50
201207	2	674
201207	3	2724
201207	4	180
201207	5	1
201207	6	2
201207	10	6603
201207	12	8
201207	14	13158
201207	100	98
201207	102	3
201208	0	85430
201208	1	53
201208	2	734
201208	3	2839
201208	4	159
201208	6	1
201208	10	5814
201208	11	2
201208	12	4
201208	14	13623
201208	100	133
201208	102	5
201209	0	57458
201209	1	43
201209	2	720
201209	3	2765
201209	4	206
201209	10	3221
201209	12	12
201209	14	10398
201209	15	1
201209	100	108
201209	102	11
201209	103	1
201210	0	60223
201210	1	36
201210	2	889
201210	3	2819
201210	4	196
201210	6	2
201210	10	4528
201210	12	9
201210	14	13589
201210	100	113
201210	102	3
201211	0	49955
201211	1	23
201211	2	1112
201211	3	2550
201211	4	126
201211	10	2053
201211	11	3
201211	12	9
201211	14	10465
201211	100	106
201212	0	55543
201212	1	41
201212	2	867
201212	3	2763
201212	4	96
201212	5	1
201212	9	2
201212	10	1638
201212	12	1
201212	14	12362
201212	100	99
201212	102	1
201301	0	68973
201301	1	47
201301	2	1019
201301	3	2783
201301	4	193
201301	5	1
201301	6	1
201301	10	2697
201301	12	5
201301	14	18583
201301	100	122
201301	102	6
201302	0	55007
201302	1	23
201302	2	706
201302	3	2547
201302	4	197
201302	5	1
201302	6	2
201302	10	2481
201302	12	14
201302	14	11142
201302	100	93
201302	102	3
201303	0	258418
201303	1	22
201303	2	659
201303	3	2843
201303	4	293
201303	5	1
201303	6	2
201303	10	2069
201303	12	17
201303	14	17959
201303	100	121
201303	102	24
201304	0	203825
201304	1	18
201304	2	610
201304	3	2795
201304	4	375
201304	6	9
201304	10	6046
201304	12	46
201304	14	52682
201304	100	167
201304	102	50
201305	0	11683
201305	1	22
201305	2	594
201305	3	2881
201305	4	216
201305	5	2
201305	10	2062
201305	12	5
201305	14	468
201305	100	124
201305	102	7
201306	0	17272
201306	1	31
201306	2	513
201306	3	2928
201306	4	140
201306	5	1
201306	10	1041
201306	12	5
201306	14	206
201306	15	5
201306	100	96
201306	102	8
201307	0	3673
201307	1	22
201307	2	643
201307	3	2993
201307	4	150
201307	5	1
201307	10	3748
201307	12	4
201307	14	147
201307	100	103
201307	102	17
201308	0	3394
201308	1	15
201308	2	541
201308	3	2974
201308	4	137
201308	10	4042
201308	12	10
201308	14	539
201308	15	4
201308	100	524
201308	102	23
201309	0	8292
201309	1	85
201309	2	577
201309	3	2636
201309	4	381
201309	5	2
201309	6	174
201309	10	116
201309	11	1
201309	14	19
201309	15	4
201309	100	93
201310	0	9004
201310	1	20
201310	2	629
201310	3	2685
201310	4	142
201310	5	2
201310	6	62
201310	10	134
201310	14	32
201310	100	93
201311	0	4252
201311	1	20
201311	2	585
201311	3	2519
201311	4	115
201311	5	2
201311	10	348
201311	14	151
201311	100	96
201312	0	13738
201312	1	14
201312	2	690
201312	3	2512
201312	4	93
201312	6	159
201312	9	1
201312	10	98
201312	14	14
201312	100	94
201401	0	6970
201401	1	14
201401	2	640
201401	3	3014
201401	4	184
201401	5	1
201401	6	455
201401	10	135
201401	14	374
201401	15	1
201401	100	95
201402	0	3220
201402	1	10
201402	2	490
201402	3	2676
201402	4	204
201402	6	1
201402	10	75
201402	14	37
201402	100	84
201402	102	1
201402	103	2
201403	0	3036
201403	1	29
201403	2	566
201403	3	2591
201403	4	238
201403	5	4
201403	6	6
201403	9	6
201403	10	109
201403	11	3
201403	14	57
201403	15	3
201403	100	121
201404	0	6813
201404	1	19
201404	2	585
201404	3	1760
201404	4	334
201404	5	3
201404	6	21
201404	10	109
201404	14	250
201404	100	108
201404	102	10
201405	0	11410
201405	1	14
201405	2	550
201405	3	8583
201405	4	194
201405	5	5
201405	10	97
201405	11	6
201405	14	90
201405	100	98
201405	102	1
201406	0	5851
201406	1	5
201406	2	405
201406	3	52
201406	4	163
201406	5	9
201406	6	10
201406	9	1
201406	10	85
201406	14	25
201406	100	79
201406	103	3
201407	0	2894
201407	1	28
201407	2	569
201407	3	4567
201407	4	193
201407	5	7
201407	6	8
201407	10	86
201407	14	42
201407	100	96
201407	102	1
201407	103	33
201408	0	2370
201408	1	7
201408	2	625
201408	3	2403
201408	4	182
201408	5	6
201408	6	1339
201408	10	64
201408	11	10
201408	13	2
201408	14	25
201408	100	98
201408	101	2
201408	103	8
201409	0	25596
201409	1	23
201409	2	554
201409	3	2122
201409	4	145
201409	5	1
201409	9	2
201409	10	91
201409	11	3
201409	14	46
201409	100	90
201409	103	4
201410	0	26521
201410	1	24
201410	2	500
201410	3	2569
201410	4	168
201410	5	8
201410	6	2
201410	8	1
201410	9	2
201410	10	67
201410	11	2
201410	14	450
201410	100	94
201410	102	1
201410	103	6
201411	0	7039
201411	1	16
201411	2	465
201411	3	2214
201411	4	175
201411	5	1
201411	10	140
201411	11	2
201411	14	214
201411	100	94
201411	102	1
201411	103	2
201412	0	3079
201412	1	7
201412	2	453
201412	3	2917
201412	4	146
201412	5	1
201412	6	1
201412	10	74
201412	11	2
201412	14	380
201412	15	7
201412	100	93
201412	102	1
201412	103	2
201501	0	4207
201501	1	21
201501	2	456
201501	3	3396
201501	4	152
201501	5	3
201501	10	76
201501	14	12
201501	100	94
201501	102	1
201501	103	4
201502	0	6697
201502	1	20
201502	2	370
201502	3	2923
201502	4	138
201502	5	1
201502	10	65
201502	14	26
201502	100	86
201503	0	3266
201503	1	23
201503	2	467
201503	3	53100
201503	4	143
201503	5	3
201503	9	1
201503	10	254
201503	14	13
201503	100	125
201503	103	8
201504	0	2476
201504	1	99
201504	2	3943
201504	3	101431
201504	4	164
201504	5	2
201504	10	98
201504	14	12
201504	15	1
201504	100	96
201504	101	2
201504	103	8
201505	0	1536
201505	1	38
201505	2	519
201505	3	2866
201505	4	161
201505	10	79
201505	11	6
201505	14	16
201505	15	2
201505	100	93
201505	103	6
201506	0	13557
201506	1	22
201506	2	749
201506	3	2871
201506	4	164
201506	10	57
201506	14	24
201506	100	69
201506	103	12
201507	0	7030
201507	1	17
201507	2	825
201507	3	2646
201507	4	165
201507	5	2
201507	10	25
201507	14	33
201507	100	3
201507	102	1
201507	103	10
201508	0	9675
201508	1	21
201508	2	786
201508	3	2685
201508	4	315
201508	5	3
201508	6	1
201508	10	497
201508	12	26
201508	14	391
201508	100	8
201508	102	48
201508	103	9
201509	0	3121
201509	1	20
201509	2	838
201509	3	2660
201509	4	376
201509	5	3
201509	10	23
201509	11	3
201509	14	96
201509	103	4
201510	0	3468
201510	1	29
201510	2	805
201510	3	2797
201510	4	176
201510	5	8
201510	7	480
201510	10	86
201510	11	4
201510	12	6
201510	14	160
201510	100	1
201510	103	5
201511	0	2787
201511	1	19
201511	2	794
201511	3	2851
201511	4	165
201511	5	1
201511	10	41
201511	12	4
201511	14	50
201511	100	4
201511	101	2
201511	102	5
201511	103	3
201512	0	1841
201512	1	120
201512	2	793
201512	3	2790
201512	4	161
201512	5	1
201512	10	99
201512	14	65
201512	100	41
201512	103	6
201601	0	3513
201601	1	30
201601	2	621
201601	3	2999
201601	4	137
201601	5	1
201601	10	70
201601	11	3
201601	14	91
201601	100	6
201601	102	1
201601	103	13
201602	0	3808
201602	1	22
201602	2	536
201602	3	2832
201602	4	151
201602	5	4
201602	6	20
201602	10	27
201602	11	2
201602	14	84
201602	100	9
201602	103	2
201603	0	6930
201603	1	23
201603	2	561
201603	3	3092
201603	4	149
201603	5	12
201603	10	38
201603	11	3
201603	12	1
201603	14	106
201603	103	5
201604	0	18420
201604	1	37
201604	2	493
201604	3	2939
201604	4	166
201604	5	10
201604	10	32
201604	12	1
201604	14	111
201604	103	2
201605	0	5863
201605	1	22
201605	2	506
201605	3	2801
201605	4	105
201605	5	18
201605	10	35
201605	11	2
201605	14	77
201605	100	8
201605	103	6
201606	0	35085
201606	1	26
201606	2	644
201606	3	3284
201606	4	101
201606	5	10
201606	10	49
201606	14	63
201606	100	40
201607	0	2826
201607	1	31
201607	2	472
201607	3	2821
201607	4	89
201607	5	16
201607	10	24
201607	11	5
201607	14	36
201607	100	1
201607	102	1
201608	0	21459
201608	1	39
201608	2	470
201608	3	3138
201608	4	109
201608	5	8
201608	9	2
201608	10	17
201608	11	2
201608	14	31
201608	103	3
201609	0	36619
201609	1	29
201609	2	436
201609	3	2872
201609	4	110
201609	5	15
201609	6	2
201609	10	139
201609	14	71
201609	100	3
201609	102	2
201609	103	3
201610	0	40652
201610	1	33
201610	2	768
201610	3	2835
201610	4	106
201610	5	16
201610	10	14
201610	11	2
201610	14	64
201610	100	57
201610	101	45
201610	103	4
201611	0	34098
201611	1	12
201611	2	823
201611	3	1989
201611	4	75
201611	5	15
201611	10	11
201611	11	2
201611	14	31
201611	100	2
201612	0	19887
201612	1	26
201612	2	463
201612	3	114
201612	4	88
201612	5	15
201612	10	185
201612	11	1
201612	14	41
201612	102	2
201612	103	9
201701	0	11889
201701	1	27
201701	2	446
201701	3	789
201701	4	95
201701	5	14
201701	6	1
201701	10	25
201701	12	3
201701	14	91
201701	101	2
201702	0	6382
201702	1	53
201702	2	445
201702	3	710
201702	4	103
201702	5	19
201702	6	3
201702	10	34
201702	11	2
201702	12	2
201702	14	67
201702	100	3
201702	102	1
201702	103	12
201703	0	4340
201703	1	36
201703	2	455
201703	3	79
201703	4	83
201703	5	13
201703	6	1
201703	10	21
201703	11	3
201703	14	50
201703	15	1
